iter	M_lnFgutabs(1)	M_lnkgutelim(1)	M_lnkufrac(1)	M_lnCltot(1)	M_lnClmet(1)	M_lnVdist(1)	M_lnVdistmet(1)	SD_lnFgutabs(1)	SD_lnkgutelim(1)	SD_lnkufrac(1)	SD_lnVdist(1)	SD_lnVdistmet(1)	GSD_Ccpt(1)	GSD_Cmet(1)	GSD_Qu(1)	GSD_Q_fec(1)	GSD_Qu_met(1)	lnFgutabs(1.1)	lnkgutelim(1.1)	lnkufrac(1.1)	lnVdist(1.1)	lnVdistmet(1.1)	lnFgutabs(1.2)	lnkgutelim(1.2)	lnkufrac(1.2)	lnVdist(1.2)	lnVdistmet(1.2)	lnFgutabs(1.3)	lnkgutelim(1.3)	lnkufrac(1.3)	lnVdist(1.3)	lnVdistmet(1.3)	lnFgutabs(1.4)	lnkgutelim(1.4)	lnkufrac(1.4)	lnVdist(1.4)	lnVdistmet(1.4)	lnFgutabs(1.5)	lnkgutelim(1.5)	lnkufrac(1.5)	lnVdist(1.5)	lnVdistmet(1.5)	lnFgutabs(1.6)	lnkgutelim(1.6)	lnkufrac(1.6)	lnVdist(1.6)	lnVdistmet(1.6)	lnFgutabs(1.7)	lnkgutelim(1.7)	lnkufrac(1.7)	lnVdist(1.7)	lnVdistmet(1.7)	lnFgutabs(1.8)	lnkgutelim(1.8)	lnkufrac(1.8)	lnVdist(1.8)	lnVdistmet(1.8)	lnFgutabs(1.9)	lnkgutelim(1.9)	lnkufrac(1.9)	lnVdist(1.9)	lnVdistmet(1.9)	lnFgutabs(1.10)	lnkgutelim(1.10)	lnkufrac(1.10)	lnVdist(1.10)	lnVdistmet(1.10)	LnPrior	LnData	LnPosterior
100	-1.39213	1.41522	-1.00434	-3.71875	-2.4898	-0.746975	-2.14903	0.112883	0.653049	0.448449	0.483882	0.0713619	1.29986	1.14641	1.29951	1.18689	1.29967	-1.21514	-0.893422	0.971913	-0.919318	0.955588	-0.349067	1.80563	-2.1126	0.45624	0.374582	-0.432267	-0.35337	0.496938	-1.10544	2.28272	-0.56098	-4.01818	-0.981196	-0.410492	-0.888486	-1.36522	-0.465577	0.693431	-0.531593	0.616781	0.520953	2.17346	-2.06544	-1.2779	-1.54333	0.633176	3.13562	-0.0128599	-4.52846	-0.945995	-0.123577	0.831071	1.23632	-0.725902	-0.179503	0.391526	0.189104	-0.796621	-0.202526	1.22892	-1.16436	-0.30319	-1.99721	-0.00746958	0.194582	-1.056528e+002	-9.782809e+002	-1.083934e+003
110	-0.76502	1.58812	-1.00491	-3.7016	-2.25027	-0.692909	-1.50269	0.274942	0.676876	0.4615	0.438306	0.0376412	1.29933	1.24654	1.29951	1.1863	1.29967	0.142206	0.196085	1.02545	-1.12642	-1.25429	-0.516396	1.09426	-2.02685	0.559482	0.608993	-0.457791	-1.32758	0.620024	-0.909924	0.0391915	0.29165	-4.06882	-1.15291	-0.708526	0.771599	-0.181184	-1.15376	0.906818	-0.571501	0.859565	-1.47348	0.720149	-2.27463	-1.32581	0.608159	0.59274	-0.166562	-0.15064	-4.52846	0.996296	-0.0506938	0.0917938	0.785232	-1.64899	-0.432265	-1.63733	1.10424	-0.860796	-0.143875	0.662753	1.22707	0.0265711	-2.50793	-0.00746958	-0.770852	-1.000598e+002	-9.819125e+002	-1.081972e+003
120	-1.19793	1.51725	-1.00355	-3.73218	-1.46211	-0.709877	-0.922987	0.154216	0.591935	0.417012	0.475575	0.457842	1.29987	1.19738	1.29349	1.13457	1.29967	-0.716038	0.778843	1.02545	-0.948472	0.185461	-0.168297	0.483955	-1.95825	0.426124	0.846066	-0.151267	-0.113122	0.467478	-1.03979	0.232356	-1.75264	-3.96739	-1.11413	-0.228694	0.860708	0.642289	-0.201021	0.922953	-0.271597	-0.883216	-0.367396	0.778844	-2.21671	-0.97145	-0.65112	-0.123215	0.134608	-0.293961	-4.52846	-0.505436	-0.332053	1.68195	0.993407	-1.20433	-0.305069	1.37477	0.748425	-0.474714	-0.163953	0.198004	-0.293833	0.331416	-2.60144	0.0122632	0.231491	-9.604544e+001	-9.818423e+002	-1.077888e+003
130	-1.31963	1.53699	-1.00355	-3.68079	-1.00023	-0.702359	-2.00283	0.0788183	0.64298	0.434959	0.489372	0.326276	1.29781	1.18112	1.29088	1.12234	1.29971	-0.151651	1.01935	1.03387	-0.948472	-0.195746	-0.0238257	2.40395	-2.56892	0.00162037	0.00394895	0.613239	-0.536127	0.467478	-1.40157	-1.87856	-0.40099	-3.28411	-0.816222	0.00218632	0.328826	-0.483458	-0.620356	1.12458	-0.605587	0.239844	-0.0422937	0.272172	-1.94143	-1.04146	0.817867	0.095485	1.17294	-0.467569	-4.52846	-0.260659	0.160244	1.12293	0.993407	-1.22404	0.919414	-0.0717349	0.417974	-0.642429	-0.13811	-0.393392	-0.293833	0.793313	-2.45537	0.418593	0.260258	-9.765442e+001	-9.796384e+002	-1.077293e+003
140	-1.48146	1.86437	-1.03244	-3.68079	-1.07172	-0.702399	-3.16307	0.121365	0.737161	0.470993	0.489419	0.114604	1.29941	1.12694	1.29578	1.10897	1.29971	0.488426	0.733027	0.789595	-0.948472	0.580041	0.812852	-0.232538	-2.37997	0.0425066	1.90015	0.447876	-0.630189	0.478719	-1.49064	0.284615	-0.562499	-3.99089	-0.934441	-0.318706	0.604193	-1.27601	0.92822	1.07917	-0.280342	2.02352	0.247168	0.22144	-1.65782	-1.19436	1.81207	-0.0469165	-0.496151	-0.325057	-4.52846	1.49533	2.3702	-0.0816547	0.993407	-0.917209	-0.0226708	-0.0166856	2.3069	-0.757603	-0.077229	0.161857	-0.148319	0.454005	-2.10043	0.418593	0.668344	-1.084241e+002	-9.748368e+002	-1.083261e+003
150	-1.97741	2.12413	-1.06444	-3.72847	0.255243	-0.7587	-0.841304	0.166847	0.68535	0.429089	0.449188	0.00756739	1.29967	1.12102	1.2984	1.25285	1.29971	-0.905048	0.146005	1.33212	-0.683568	-0.465771	0.462871	-1.68162	-2.39565	0.599482	-0.438156	-1.06764	-1.02647	0.432603	-1.09054	1.19453	-0.997131	-4.86239	-0.848732	-0.422027	0.770787	-1.35037	-0.15644	0.984356	-0.57274	0.811811	-0.54411	-0.485992	-1.74059	-1.02942	0.699509	-0.468812	-0.1236	-0.000767079	-4.81289	1.68255	-1.2135	-0.177205	1.17475	-1.03974	-0.867075	-1.05487	-0.129427	-0.595518	0.104397	-0.681694	0.473479	-0.769821	-2.13599	0.513831	-0.184023	-1.072275e+002	-9.724515e+002	-1.079679e+003
160	-1.749	2.54278	-1.05363	-3.70733	-1.80528	-0.817791	-2.61254	0.145169	0.677393	0.499548	0.430519	0.00950328	1.29925	1.16625	1.2984	1.29203	1.2993	-0.771118	-0.67397	0.819271	-0.833056	0.383299	-1.03159	0.929747	-2.12376	0.553488	0.242777	-0.703553	-1.42101	0.586857	-0.557977	-0.677631	0.343083	-4.89772	-0.591628	0.0760048	2.39915	-0.511614	-0.0727127	0.985962	0.0265303	0.322189	-0.54411	0.155262	-1.89098	-0.958934	1.35173	0.238863	-0.0440103	-0.175841	-4.81289	-0.415726	0.953407	1.16708	1.10863	-0.590414	-0.41625	1.79665	0.609785	-0.589144	0.0887568	0.593237	0.864229	0.602994	-2.48371	0.513831	0.989353	-1.069616e+002	-9.761522e+002	-1.083114e+003
170	-1.82519	2.59252	-1.0879	-3.75341	-2.82592	-0.827277	-1.97286	0.00777192	0.720727	0.437293	0.430036	0.00950328	1.2998	1.19186	1.29009	1.17694	1.2993	1.5827	0.640713	1.28476	-0.720414	-0.265958	-1.03159	1.13908	-2.30994	0.739022	0.527099	1.73037	-1.52656	1.11819	-0.72507	0.0335532	0.746298	-4.47583	-0.391389	0.243596	-0.0671208	-0.110842	0.840383	1.0862	-0.616306	-1.11268	-1.20573	-0.0997883	-1.83115	-1.07887	-0.496603	0.114647	-0.190825	-0.449791	-4.91212	1.05939	0.92372	0.135136	1.14203	-0.967976	-0.41625	-1.31474	0.609785	-0.145778	0.281816	-1.24578	0.107691	-1.25984	-2.22023	0.790719	-0.399	-1.048088e+002	-9.813075e+002	-1.086116e+003
180	-0.624201	1.98319	-1.03742	-3.75094	-0.940249	-0.820295	-0.72596	0.0452694	0.671041	0.436844	0.438904	0.0860486	1.29999	1.25322	1.28944	1.23284	1.29997	-1.67562	0.108569	0.882799	-1.05138	0.0128488	-1.29862	-0.633425	-2.09666	0.739022	0.635949	1.40917	-0.75388	0.774729	-0.935426	-1.143	0.73656	-4.91419	-0.712957	-0.492102	0.514319	-0.616866	-0.510481	0.931809	-0.754259	-1.11268	-0.471704	0.781234	-1.79799	-0.896244	-0.662844	1.94753	-0.0985481	0.208718	-4.85389	-0.559868	-1.55486	1.16239	1.25502	-0.938083	1.02778	-0.253142	-0.190139	-0.684946	0.153235	1.1107	-0.809742	1.06623	-2.22023	0.868145	-0.695323	-1.069283e+002	-9.768859e+002	-1.083814e+003
190	-1.51823	2.25292	-1.07409	-3.73667	-1.23482	-0.848413	-1.68922	0.121843	0.671041	0.490765	0.45357	0.161739	1.29897	1.13587	1.29885	1.19076	1.29905	0.947565	-1.00862	1.00643	-0.410833	-0.348662	1.32274	0.704147	-2.16464	0.238007	-0.138633	-0.0397144	-1.91213	0.717519	-1.0229	1.07905	0.0640516	-5.22532	-0.943454	-0.278551	-1.30954	1.27163	-1.40669	0.940536	-0.286199	0.117324	-0.0524182	-0.747792	-1.8458	-0.804875	-0.558906	0.394775	-0.0985481	-0.0710142	-4.37444	0.0373085	-0.0061335	0.130115	0.997846	-0.938083	0.818014	0.797225	-0.190139	-0.469691	0.0754525	1.43701	-0.663265	0.865176	-2.22023	0.297213	1.1805	-1.043945e+002	-9.732998e+002	-1.077694e+003
200	-1.24584	1.23504	-1.06757	-3.7089	-1.47513	-0.773909	-1.00291	0.285635	0.671041	0.452907	0.489408	0.0222686	1.29933	1.26809	1.29597	1.22189	1.29944	0.659844	1.87816	1.09227	-0.226452	0.208433	-1.0789	1.1416	-2.11548	0.257415	1.57308	1.61104	-0.597291	0.464487	-1.38692	-0.298462	-0.00702865	-3.76166	-0.625052	0.257242	-0.679957	1.41551	-1.09118	0.906052	-0.366565	0.117324	1.33294	1.30865	-1.88048	-0.974971	-1.21556	1.79701	-0.0318066	0.107344	-4.27643	-0.392326	-1.42341	0.130115	1.35219	-0.953281	0.182477	-0.112308	0.729609	-0.254086	0.207399	0.500434	0.17625	1.12164	-2.21552	0.338375	-0.307011	-9.909449e+001	-9.858457e+002	-1.084940e+003
210	-1.69639	1.17711	-1.08383	-3.72814	-1.81847	-0.866286	-1.31258	0.20587	0.671041	0.475597	0.541012	0.204303	1.29936	1.21727	1.2984	1.21461	1.29965	-0.3254	2.126	1.07508	-0.538365	-1.08179	-0.862292	-0.0654499	-2.07331	0.40034	0.598332	0.304298	-0.117794	0.607588	-0.825462	-1.09204	1.0957	-3.30189	-0.892459	0.103707	-1.42884	0.20108	0.298021	1.00488	-0.203183	0.0117145	-0.198551	1.99326	-1.41671	-0.727715	0.18425	0.369624	1.80514	-0.11277	-3.61542	-2.51957	-0.476039	-0.058397	1.38926	-0.712476	0.182477	-0.061919	0.470133	-0.190363	0.364013	0.230875	0.905732	0.219082	-2.33278	0.433492	-0.112092	-9.366749e+001	-9.765754e+002	-1.070243e+003
220	-1.62238	1.1043	-1.16826	-3.71832	-1.74085	-0.806218	-2.29622	0.0503403	0.716582	0.504421	0.576918	0.0135526	1.29951	1.15083	1.29777	1.19994	1.29994	-0.238654	0.0518947	1.25581	-0.463891	-1.43199	-0.644993	2.80573	-1.63983	0.40034	0.348972	0.683582	0.120611	0.932159	-0.777694	-1.09204	-0.142565	-2.879	-0.597816	0.102569	0.012859	0.772787	0.840459	1.08065	-0.16603	0.323513	-0.198551	0.986255	-1.41671	-0.950356	1.34921	0.689447	1.62227	-0.11277	-3.54505	-0.669307	-0.783934	1.2509	1.33774	-0.393241	-0.849811	-0.061919	1.26118	-0.104457	0.259102	-0.4707	2.01754	0.820246	-1.76398	0.327238	0.474309	-9.349896e+001	-9.744789e+002	-1.067978e+003
230	-1.99126	1.43889	-1.2486	-3.6794	-1.65826	-0.786942	-1.41021	0.00675607	0.549234	0.551763	0.573935	0.0379017	1.29951	1.27693	1.29968	1.24197	1.29987	0.0560132	0.147275	1.23623	-0.605918	-1.36908	-0.312411	-0.267567	-1.63983	0.59194	0.375316	-1.01023	-0.602715	0.954126	-0.694607	-0.890061	0.887769	-3.5505	-0.402823	0.189586	0.525967	-0.462725	-0.576384	1.12499	-0.518817	0.676018	0.471337	0.568609	-1.22933	-0.879373	-1.35048	-1.35093	0.994845	0.0500327	-3.44509	-0.403945	-0.219377	1.38515	1.28251	-0.990574	-0.395475	-1.90505	-0.777573	-0.040329	0.0877093	-1.85178	0.0362683	-0.252583	-1.09929	0.535929	-0.11059	-8.811776e+001	-9.842081e+002	-1.072326e+003
240	-1.47959	1.68612	-1.31843	-3.69619	-1.13273	-0.784878	-0.520712	0.315392	0.892474	0.565886	0.597551	0.0210607	1.29977	1.14843	1.29869	1.11405	1.2988	-0.178714	0.123632	1.12533	-0.619465	0.0493126	-1.11633	-0.298342	-1.08191	0.24459	0.818611	-0.176252	-0.648113	0.891639	-0.694607	0.777231	-1.10742	-3.01945	-0.391387	-0.203843	1.36022	-0.947461	0.524298	1.19344	-0.518817	0.114115	-0.819624	0.71232	-1.04661	-0.743411	0.540234	0.412633	0.242249	0.853421	-3.37866	-0.369723	-0.849031	0.6832	1.17127	-0.636454	-1.39852	-2.9481	1.9064	0.0333644	0.109515	-0.0415253	2.36309	0.0712373	-1.09929	0.513044	-0.11059	-9.745445e+001	-9.825701e+002	-1.080025e+003
250	-2.11553	1.68983	-1.31806	-3.67945	-1.1899	-0.796722	-1.6877	0.0916329	0.822524	0.588519	0.667395	0.27356	1.29894	1.10353	1.29876	1.13437	1.29984	1.98732	0.261677	1.19712	-0.65573	0.382441	-0.147489	0.104131	-1.35227	0.467905	-0.127965	-0.0720353	-0.122811	0.958555	-0.763816	0.777231	0.154618	-3.09653	-0.230775	-0.0870178	0.243112	-0.947461	-0.482914	1.0375	-0.152153	0.114115	-1.57611	0.662882	-0.952557	-0.628188	-1.48071	0.0123218	0.079599	0.682312	-3.1575	-1.88965	0.218929	1.21311	1.07484	-0.636454	2.42766	-1.59351	-0.531765	0.183787	0.0831575	0.200437	-0.0903976	0.964277	-1.46392	0.0493038	1.48973	-9.664334e+001	-9.767725e+002	-1.073416e+003
260	-1.79464	1.57964	-1.23667	-3.69432	-3.33724	-0.706011	-2.09644	0.143508	0.814955	0.54574	0.69912	0.0983689	1.29942	1.10817	1.29367	1.23193	1.29986	0.266073	0.261677	1.19131	-0.65573	-1.90155	0.888591	0.978161	-1.60947	0.186132	-0.313176	0.291628	-0.62533	0.818781	-0.7311	0.133063	1.27065	-3.5973	-0.622563	-0.424098	-0.0778076	-1.02096	-0.871244	1.19532	-0.381038	-0.0444267	-0.224342	2.38356	-1.41316	-0.7524	-1.41587	-0.470246	0.86561	0.561141	-3.1914	-1.88965	-0.98018	0.440634	1.39443	-0.729843	2.64758	0.598691	0.26258	0.124549	0.202203	-2.10309	0.265358	0.253604	-1.50086	0.0758384	-1.41561	-1.022135e+002	-9.731961e+002	-1.075410e+003
270	-1.94114	1.37149	-1.24305	-3.74366	1.50641	-0.714537	-0.18363	0.238323	0.764981	0.508511	0.688558	0.0899605	1.2972	1.18912	1.29768	1.12536	1.29973	0.3021	-0.565485	1.59826	-0.796439	1.59315	-0.332405	1.21108	-1.71476	0.342481	0.0102902	-1.93786	0.931906	1.01029	-0.687199	-0.54387	-1.3323	-3.53429	-0.448881	-0.424098	0.609338	0.183918	1.10562	1.40051	-0.310488	1.00996	-1.237	1.32217	-1.14265	-0.9803	-1.63203	1.41364	0.566658	0.284874	-3.20986	0.413153	-0.628314	0.246304	1.44034	-0.740253	2.13317	1.30658	2.18641	-0.184907	-0.1225	-0.151101	-0.427634	0.178273	-1.72698	0.0758384	-0.775424	-1.080209e+002	-9.764900e+002	-1.084511e+003
280	-1.97575	1.34738	-1.2276	-3.69666	0.362024	-0.680154	-0.760345	0.127366	0.825347	0.501976	0.66113	0.133289	1.29869	1.26248	1.28274	1.18098	1.29956	-2.00341	0.181722	1.24743	-0.436773	-0.273938	0.422771	0.776237	-1.71476	0.342481	0.0102902	0.82811	0.396801	1.08454	-0.550762	0.415434	-1.3323	-3.60055	-0.662919	-0.785718	0.510256	0.124077	0.366415	1.38179	-0.303139	0.271521	1.22601	0.404187	-1.15394	-0.992131	0.803111	-1.77378	1.26715	0.431065	-3.50405	1.2856	1.35538	0.594532	1.6478	-0.870042	-0.214951	-1.94841	0.86262	0.0430281	0.0806455	-1.66229	0.468731	0.229638	-1.66736	0.144723	-1.68705	-1.034448e+002	-9.806053e+002	-1.084050e+003
290	-1.89338	1.08253	-1.33282	-3.69756	-2.6522	-0.608219	-1.60854	0.00680749	0.74066	0.4548	0.665678	0.075539	1.29947	1.16432	1.28792	1.13764	1.29973	0.535069	0.264575	1.97307	-0.845876	-1.12307	0.725216	0.475514	-1.71476	0.129531	-0.0373895	0.365357	-0.58954	1.22074	-0.961884	-1.6326	1.80201	-3.48329	-0.48224	-0.783398	0.972088	-1.28913	0.926627	1.51706	-0.625179	-0.0856308	2.23029	1.18645	-1.1902	-1.07979	-1.73953	1.97904	0.90743	0.481	-3.32681	0.191572	-0.7694	0.983685	1.53756	-1.00292	0.551674	-2.15526	1.01124	0.0530521	-0.188135	0.647138	-1.62223	1.04013	-1.88868	-0.146272	-0.00755981	-1.020182e+002	-9.762109e+002	-1.078229e+003
