"iter" "M_lnFgutabs.1." "M_lnkgutelim.1." "M_lnkufrac.1." "M_lnCltot.1." "M_lnClmet.1." "M_lnVdist.1." "M_lnVdistmet.1." "SD_lnFgutabs.1." "SD_lnkgutelim.1." "SD_lnkufrac.1." "SD_lnVdist.1." "SD_lnVdistmet.1." "GSD_Ccpt.1." "GSD_Cmet.1." "GSD_Qu.1." "GSD_Q_fec.1." "GSD_Qu_met.1." "lnFgutabs.1.1." "lnkgutelim.1.1." "lnkufrac.1.1." "lnVdist.1.1." "lnVdistmet.1.1." "lnFgutabs.1.2." "lnkgutelim.1.2." "lnkufrac.1.2." "lnVdist.1.2." "lnVdistmet.1.2." "lnFgutabs.1.3." "lnkgutelim.1.3." "lnkufrac.1.3." "lnVdist.1.3." "lnVdistmet.1.3." "lnFgutabs.1.4." "lnkgutelim.1.4." "lnkufrac.1.4." "lnVdist.1.4." "lnVdistmet.1.4." "lnFgutabs.1.5." "lnkgutelim.1.5." "lnkufrac.1.5." "lnVdist.1.5." "lnVdistmet.1.5." "lnFgutabs.1.6." "lnkgutelim.1.6." "lnkufrac.1.6." "lnVdist.1.6." "lnVdistmet.1.6." "lnFgutabs.1.7." "lnkgutelim.1.7." "lnkufrac.1.7." "lnVdist.1.7." "lnVdistmet.1.7." "lnFgutabs.1.8." "lnkgutelim.1.8." "lnkufrac.1.8." "lnVdist.1.8." "lnVdistmet.1.8." "lnFgutabs.1.9." "lnkgutelim.1.9." "lnkufrac.1.9." "lnVdist.1.9." "lnVdistmet.1.9." "lnFgutabs.1.10." "lnkgutelim.1.10." "lnkufrac.1.10." "lnVdist.1.10." "lnVdistmet.1.10." "LnPrior" "LnData" "LnPosterior"
790 -1.05614 1.75997 -0.842021 -3.72744 -3.52474 -1.03759 -2.98164 0.138672 0.817823 0.505995 0.505247 0.0950801 1.29971 1.25971 1.29485 1.11426 1.29995 0.0366517 -0.700961 0.358702 -0.0442691 -0.878869 1.27234 0.573888 -2.35849 1.03832 0.0923425 0.90421 -0.92179 0.0765573 -0.778358 0.529441 0.572224 -4.06306 -1.12217 -0.189276 -1.21173 -0.0336861 -0.554905 0.746166 0.182843 -0.508119 -1.4818 0.933825 -1.68418 -0.432539 0.0630322 -0.103136 0.146564 -0.584642 -3.70744 -0.260677 1.14704 1.30298 0.440227 -0.308691 -0.142504 0.513768 1.0789 -0.659181 0.49768 0.828139 -1.18035 -0.161438 -2.46301 0.695735 -0.472781 -97.26286 -978.3628 -1075.626
1000 -1.72141 1.20849 -1.17145 -3.7188 1.01676 -1.33247 0.192259 0.0329749 0.791055 0.471061 0.62316 0.0238329 1.29971 1.29279 1.29867 1.29223 1.29918 0.674645 -0.0254394 1.3385 0.0183447 0.00634009 -0.10474 1.33887 -2.1993 1.09983 0.103963 0.340316 -0.412361 0.940888 0.0817913 1.2032 -0.768891 -2.87638 -0.41005 0.557189 0.507859 -0.683884 1.60163 1.34766 0.697336 0.419212 0.569958 0.59284 -1.38763 0.0730949 -1.43247 1.0289 0.338134 0.0765919 -2.4955 0.889572 -0.785674 1.91963 1.41559 0.307404 -0.903101 0.488227 2.17499 -0.353837 1.0743 -1.06941 1.65935 0.266574 -1.75568 1.14525 -0.960697 -98.8197 -974.5945 -1073.414
660 -1.76732 1.62353 -1.16191 -3.68718 -2.6058 -1.33224 -1.87882 0.399276 0.626717 0.396269 0.566398 0.201196 1.29964 1.16534 1.29836 1.2785 1.29745 -1.04338 0.464269 1.21689 0.458112 -0.57639 -0.0611281 0.942129 -2.20907 1.44008 0.0957928 0.385927 -0.473734 0.974241 0.262059 1.35254 -1.33967 -4.82317 -0.752904 0.469982 1.30054 -1.33908 1.6027 1.34245 0.44668 -1.18436 -0.780807 0.186838 -1.5937 0.228685 0.000729712 0.979518 0.540482 -0.0169261 -2.58498 -1.62545 -0.687005 0.90471 1.6475 0.250244 1.1125 -0.426331 1.46725 -0.110018 1.04508 0.285066 1.67366 1.2582 -2.28205 1.29665 0.425696 -101.6565 -977.5286 -1079.185
670 -1.53755 2.03881 -1.29766 -3.72889 -1.44984 -0.99341 -0.118359 0.138378 0.690159 0.506819 0.506043 0.301786 1.2976 1.1143 1.2981 1.27464 1.29959 0.644723 1.04871 1.40967 -0.245965 -0.0496445 1.07083 -0.191097 -1.37168 0.82438 -1.39324 -1.17733 -1.67736 1.33937 -0.238431 -0.262317 0.361042 -4.20061 -0.267813 0.178232 0.139821 1.11453 -1.20283 1.28628 -0.109551 -0.414287 0.630027 0.397787 -1.76643 -0.622568 0.506215 -0.875481 0.757834 0.27832 -3.84261 -1.62086 0.930497 -0.15207 1.35353 -0.70859 1.09538 -0.304627 0.95313 -0.0481498 0.470554 0.732776 0.866871 1.9781 -1.70814 0.481749 1.34811 -98.99295 -980.1175 -1079.11
630 -1.60855 1.44108 -1.27691 -3.66551 -0.521476 -0.941751 -0.731138 0.310016 0.654938 0.485224 0.481517 0.165773 1.29988 1.27035 1.2943 1.10721 1.2982 0.128317 -0.00366055 1.50953 -0.432509 -0.691395 -0.0593173 1.45457 -2.32953 0.775371 1.1429 1.01229 0.41893 0.779672 -0.479153 0.0946005 0.134005 -3.77235 -0.603681 -0.244215 -0.0507073 1.32802 -0.355334 1.45495 0.0668349 0.654867 -0.432315 0.755163 -1.56976 -0.845318 -0.489589 -0.531782 0.630624 0.347771 -3.99477 1.52452 1.30195 0.391475 1.38889 -0.559764 0.169672 0.71364 1.04596 0.0200957 0.461194 1.45586 2.23197 -0.231761 -2.035 0.53638 0.292318 -97.45663 -980.7793 -1078.236
900 -2.2773 1.54598 -1.30019 -3.74978 -1.17433 -1.19564 -2.74964 0.244949 0.597959 0.469997 0.480249 0.0508025 1.29904 1.26078 1.2957 1.12904 1.29937 -0.205999 -0.389028 1.241 -0.247574 1.51821 1.0591 0.125763 -1.76732 1.29655 0.102357 -1.12028 -0.284512 1.0922 -0.0851124 0.726569 0.173233 -5.01493 -0.146404 0.00516772 1.97499 0.118477 0.255217 1.3468 0.330777 -2.11656 -0.521516 0.268851 -1.46779 -0.268571 1.41574 0.234454 1.7072 0.688732 -3.59334 1.33577 0.402533 0.58753 1.65397 -0.0946731 -0.799581 0.594463 0.973549 -0.05743 0.716452 0.628441 -0.547565 -0.303787 -2.17518 0.942366 0.768811 -102.2242 -976.6098 -1078.834
640 -1.02185 1.12418 -1.30227 -3.70855 -0.687347 -1.01351 0.443892 0.109012 0.580814 0.43846 0.449526 0.0267513 1.29875 1.11722 1.29767 1.16784 1.29989 1.15897 -0.843487 1.38927 -0.349075 0.205473 -1.25862 1.14152 -1.90111 1.19509 0.389613 -1.1132 -0.0812168 0.915478 -0.685841 0.25713 0.233219 -3.80172 -0.584987 0.285825 0.548525 2.12105 -0.355334 1.3276 0.0313852 0.757054 -0.432315 2.35725 -1.30094 -0.350963 0.644354 0.00621048 0.772613 0.189132 -4.06129 0.241962 0.836834 1.41031 1.78477 -0.327475 0.169672 -0.230292 0.608684 -0.0102733 0.475694 -0.179108 0.150978 0.67962 -1.90071 0.859723 0.728071 -93.26383 -979.3052 -1072.569
900 -0.598777 1.93295 -1.41466 -3.6677 -0.936302 -1.2736 -1.59249 0.282808 0.685508 0.469086 0.508039 0.127764 1.29945 1.28893 1.29844 1.25347 1.2999 -0.176974 -0.498805 1.61255 0.0486009 -1.30481 -0.940629 -0.606502 -1.46036 1.42328 0.144384 -1.84489 0.841694 1.4089 -0.0370127 -0.236639 3.0688 -3.33335 0.00541373 1.21038 0.825031 0.284409 -0.0572224 1.90141 0.649742 -2.38799 -1.22752 0.962495 -0.964442 0.238022 -1.69859 -0.175605 0.620614 0.698525 -2.98111 -1.64402 -0.739129 0.637319 1.65165 0.0268174 -0.479886 0.638807 0.37394 0.223024 1.249 0.881675 0.338722 0.231474 -1.56926 1.20733 0.612068 -101.6607 -976.7715 -1078.432
930 -1.18395 1.55956 -1.18105 -3.71186 -2.02489 -0.955703 -1.7671 0.393951 0.736348 0.560978 0.471555 0.0970263 1.29775 1.10109 1.29667 1.21684 1.29954 0.944769 0.626899 1.07886 -0.607452 -0.788809 -1.02111 0.693326 -1.49494 0.712735 -0.549775 -0.341763 -1.13834 0.715423 -0.862352 0.132972 0.424662 -3.58885 -0.468113 0.23224 -0.716045 0.0028042 -0.166499 0.918145 -0.0392579 0.238319 0.481467 1.15677 -1.32183 -0.844743 -1.2096 -1.73508 1.40151 0.163001 -4.09845 -0.645751 -0.247253 0.605287 1.21186 -0.590369 -1.37375 1.97238 0.949861 0.0933954 0.789396 -1.75253 1.17317 0.220593 -2.05099 0.433701 -1.22413 -98.41139 -973.5729 -1071.984
500 -1.56336 1.28689 -1.15597 -3.59698 -1.95361 -0.928615 -1.87405 0.0669842 0.702706 0.614757 0.473178 0.0368966 1.29959 1.29474 1.29783 1.25592 1.29917 -1.57029 -0.575504 0.702528 -0.829669 1.43095 1.26754 1.35853 -1.52118 0.680655 -0.522013 0.0159217 0.91611 0.472554 -0.582457 -1.51526 -0.413307 -3.1231 -0.678646 0.0255232 0.908029 0.773215 -0.221005 0.787798 0.123124 -0.647311 1.46447 0.314329 -1.2488 -0.456733 0.301512 -0.926371 0.117611 0.296892 -3.68303 1.00702 -2.39427 0.867306 0.927584 -0.436237 -0.208657 0.891181 0.105465 -0.179207 0.565875 -0.271224 1.99057 1.06579 -1.50767 1.06987 -0.930658 -93.35891 -984.2276 -1077.586
660 -1.753 1.54984 -1.37752 -3.73544 -1.58223 -1.05537 -1.88028 0.138378 0.596008 0.556316 0.487812 0.187777 1.29777 1.25916 1.2981 1.25896 1.29982 -1.5833 -0.255538 1.40967 -0.251989 0.413501 -0.279865 1.76181 -1.30266 1.09291 -0.0650241 -0.599928 -1.07591 0.891655 -0.628601 -0.595987 -0.624024 -4.20088 -0.265145 0.435451 -1.28756 0.987538 1.31326 1.4448 0.373199 -0.265453 0.630027 1.87237 -1.32212 -0.424284 0.113223 -0.142998 0.96092 0.638436 -3.84261 -0.379612 0.436672 -0.505783 1.39863 -0.331413 -2.18609 0.210941 0.0514518 0.246239 0.71482 0.210473 0.169598 -0.794293 -1.31106 0.800777 0.425173 -95.18407 -977.1239 -1072.308
650 -1.29794 1.67891 -1.39844 -3.67295 -1.38482 -1.22409 -1.24096 0.363285 0.629345 0.486668 0.564615 0.258631 1.29905 1.12336 1.29991 1.19632 1.29775 -0.432683 -0.979705 1.42117 -0.14113 -1.12192 -0.180083 2.50664 -1.69918 1.1162 -0.690712 -0.680602 -0.314384 1.34076 -0.106555 0.442033 0.400844 -3.62303 -0.122305 0.898862 -0.324472 -0.474979 -0.355134 1.70497 0.561973 -0.477068 -0.609039 1.06567 -1.18032 -0.0894865 0.835227 1.44216 1.88554 0.642566 -2.9185 0.172911 0.607118 1.48152 1.50681 -0.0598761 -1.54904 -0.612507 -0.445853 0.628027 1.12064 -1.16822 0.730903 0.575654 -1.30117 1.32833 1.73766 -97.52956 -978.0101 -1075.54
550 -1.0187 1.72571 -1.25194 -3.75074 -1.62365 -1.0577 -0.580138 0.056881 0.537677 0.401998 0.560897 0.115699 1.29754 1.23975 1.29984 1.13899 1.29979 -0.373478 0.0162264 1.50866 0.135595 0.478413 1.12738 0.782774 -1.80182 0.844714 1.099 1.43037 0.394887 1.6842 -0.139664 -0.865529 -0.366589 -3.6221 -0.270542 0.771027 -0.821345 -2.11128 -0.282885 1.58695 0.112569 0.662837 0.524706 0.286759 -1.74558 -0.425594 -0.30778 0.0592643 1.51431 0.476447 -3.53726 0.232728 -2.09594 0.713648 2.07482 -0.189115 -0.849786 -1.02941 0.122842 0.203497 0.701665 0.376397 1.85129 -0.182369 -1.59608 0.939323 0.652865 -93.82274 -988.7062 -1082.529
800 -1.86018 1.50907 -0.87321 -3.7428 -1.41947 -1.07441 -0.468691 0.249423 0.800114 0.571236 0.567314 0.13863 1.29989 1.21705 1.29375 1.18044 1.29771 0.0467129 1.35059 0.65217 -0.0442691 -0.878869 -0.140356 0.92402 -2.12056 0.930648 0.860676 0.445207 -0.92179 -0.0980511 -0.66361 0.0264248 -0.78964 -3.46417 -1.25131 0.149682 -1.02406 -0.965236 0.218202 0.483486 0.0574085 -0.358213 0.70956 0.662666 -1.68418 -0.354323 -1.10019 -0.103136 0.427614 -0.230369 -3.57708 0.209302 -0.635434 0.654092 0.67111 -0.493082 0.252443 0.691083 0.240623 -0.579294 0.484574 -0.650129 -1.80366 -0.272067 -2.00831 0.966713 -1.13884 -92.54396 -981.3557 -1073.9
990 -1.66606 1.32418 -1.24345 -3.70581 0.423476 -1.29909 -0.206892 0.0185044 0.654011 0.412278 0.559811 0.170955 1.29987 1.25442 1.29795 1.28009 1.29988 -1.10383 -0.0693836 1.68686 0.593433 0.623335 -1.22446 0.623045 -1.95177 1.4552 0.753105 -0.549828 -0.574143 1.17118 0.136135 0.329579 1.12328 -3.35185 -0.47485 0.819559 2.32976 -0.110864 0.65721 1.3538 0.638424 -0.275046 0.113954 1.69721 -1.79989 0.272572 0.328533 -0.317682 0.0190181 0.492185 -2.59263 0.85554 -0.785674 2.56996 1.83195 0.301689 0.0810841 -0.456018 1.5797 -0.554317 0.837117 0.757686 1.17091 1.35836 -2.36118 0.908889 2.39876 -102.3388 -979.5042 -1081.843
680 -0.581982 1.51069 -1.22169 -3.68851 -3.15791 -1.3 -2.5901 0.0556967 0.689281 0.413321 0.5682 0.0336546 1.2999 1.14524 1.29997 1.27103 1.2986 -0.0390351 1.70688 1.20876 -0.194538 0.278382 1.06385 0.627928 -2.1552 1.29448 1.20714 0.448911 0.44486 0.993057 -0.130284 -0.131171 0.687146 -3.55277 -0.972527 0.601295 1.19094 -0.296668 -0.556111 1.53852 0.532367 0.364163 -0.856469 2.62789 -1.48278 0.219561 0.106089 0.537485 2.58946 0.0384231 -2.69972 0.638475 -0.233221 0.460635 1.58329 0.161752 -0.0432264 1.78902 0.171744 -0.188305 1.08495 1.15127 0.0310576 0.528567 -1.9636 1.28515 -2.61292 -99.79789 -976.3867 -1076.185
650 -1.90281 0.992747 -1.38667 -3.70633 -1.67951 -1.01182 -1.24766 0.0528343 0.482312 0.500282 0.494821 0.0142854 1.29878 1.18967 1.29803 1.25695 1.29918 -1.37556 0.868703 1.77414 0.126445 -1.86654 0.917055 0.966465 -1.71204 0.966403 1.10288 -0.599928 -0.343511 1.32783 -0.53969 -0.344803 -0.203589 -4.73714 -0.211929 -0.14761 -1.51787 0.322709 0.597142 1.57725 -0.173341 -0.996039 -0.881272 1.93449 -0.732635 -0.2851 -0.376674 -0.86695 2.18243 0.534768 -3.76701 -0.610039 -0.953202 0.978726 1.55921 -0.489201 -0.283039 -1.78719 1.5288 0.272675 0.741405 -1.3428 0.09847 0.974178 -1.52958 0.746726 -0.75512 -99.6755 -976.6263 -1076.302
700 -0.762976 1.28019 -1.2132 -3.72564 -2.64359 -1.31228 -3.34823 0.239292 0.685213 0.413321 0.657394 0.0732598 1.29996 1.18598 1.29817 1.26476 1.29758 1.0079 -0.0236023 1.47189 0.369057 1.55429 1.36094 -0.169177 -2.42697 0.810031 -2.52487 0.114341 0.295468 1.02615 -0.0408862 -0.131171 -0.308556 -3.50538 -0.550211 0.410693 0.671635 -1.20999 0.0258185 1.23319 0.267826 0.0852817 -0.579622 0.870842 -1.32859 -0.0195428 1.91043 0.182299 0.997208 0.296695 -2.54415 -0.856808 -0.655654 0.481822 1.6964 0.131023 0.962369 -0.924546 0.186962 -0.192155 0.835346 2.13636 -1.56024 0.938629 -2.38994 0.989012 0.146507 -99.9786 -979.7628 -1079.741
620 -0.650484 1.74377 -1.23091 -3.62938 -0.208645 -1.168 -0.545084 0.243637 0.763663 0.518345 0.567358 0.195263 1.29872 1.23832 1.29475 1.14859 1.29996 -0.863735 -0.394527 1.15471 0.0842537 -0.759811 -2.13088 0.593105 -1.44565 1.08637 0.438049 0.536723 -1.12567 0.84583 -0.466193 -0.258525 0.272202 -3.52445 -0.567621 0.631448 -2.04227 0.347063 -1.43557 1.13846 0.334121 0.179024 2.00338 1.12925 -1.30477 0.0506393 -0.701543 0.776115 0.165336 0.33143 -2.85714 -1.08252 -0.537653 2.4593 1.24885 -0.0589913 -0.0578961 0.143128 0.933431 -0.22605 0.953709 1.37019 0.484374 -0.265883 -1.75825 1.02949 -0.153817 -99.33949 -973.4047 -1072.744
660 -2.13036 1.32936 -1.24272 -3.69043 -1.9778 -1.10147 -0.341057 0.0081838 0.662055 0.401475 0.496315 0.089618 1.29828 1.24044 1.29819 1.13358 1.29892 1.6632 0.123072 1.28524 -0.395394 0.649348 0.749826 0.69155 -2.04792 1.04638 0.340996 -1.14669 0.658908 1.10983 -0.472521 1.5342 -0.569895 -4.01304 -0.33592 0.249732 -1.59322 0.867662 0.85556 1.5399 0.354098 -1.12178 -0.0755282 1.58965 -2.09768 -0.285174 -0.558246 1.01352 0.122581 0.561958 -3.77731 -0.777972 1.13997 2.04431 1.539 -0.571637 0.270137 0.0729958 0.290841 -0.0902743 0.703004 1.44025 -1.15992 1.11322 -2.08237 1.19123 1.49528 -98.93771 -980.7508 -1079.689
890 -1.05644 1.38415 -1.35958 -3.68677 -1.76455 -0.935249 -0.815572 0.0763005 0.760859 0.476358 0.497787 0.108872 1.29978 1.19817 1.29641 1.10163 1.29751 0.245834 -0.643801 1.41399 -0.643495 0.225408 -0.982879 0.847486 -1.48142 0.767282 -0.867796 0.14765 0.299406 1.29244 -0.412143 -2.71606 0.383856 -3.17121 -0.578549 -0.075533 1.15211 0.679917 1.50343 1.22308 -0.174945 0.660611 1.41834 0.961521 -1.1285 -0.595166 1.46566 0.694484 0.861654 0.212314 -3.46253 -0.662684 -1.67575 0.065174 1.3708 -0.647769 1.30225 -0.189298 -0.542921 -0.0184201 0.590271 -1.26689 -0.372981 0.150674 -1.47988 0.62325 -0.842147 -92.43059 -991.4128 -1083.843
530 -0.498531 1.70698 -1.1651 -3.63625 -3.02984 -0.995995 -2.61022 0.135142 0.75693 0.540101 0.553836 0.0888669 1.29992 1.19797 1.2904 1.17795 1.29896 0.227411 -1.06946 0.812179 -0.311244 0.890899 0.567756 0.696237 -1.62048 1.00388 0.0438242 -0.15417 -0.699834 0.711676 -0.697742 -1.41485 0.00777495 -3.76674 -0.653458 0.0810242 -0.7045 0.826657 0.505979 1.08225 0.306866 -0.107323 0.049985 0.979959 -1.36929 -0.304258 1.56372 -0.0503265 0.216672 0.507427 -3.18071 -0.673607 -1.98109 1.99723 1.09735 -0.243075 -0.882739 -0.747018 -0.0908768 -0.162963 0.761088 -1.25403 1.51563 0.165505 -1.50353 0.873541 0.0712074 -93.94659 -977.8655 -1071.812
780 -1.78571 1.27434 -1.26558 -3.73984 -0.702992 -0.929749 -0.414129 0.171123 0.55572 0.607956 0.503508 0.177709 1.2962 1.26246 1.29611 1.12317 1.29982 0.23619 0.274402 1.05068 -0.374148 1.54101 0.443545 -0.666818 -1.25331 0.406057 0.42803 0.357087 -1.13855 0.922866 -0.717811 -1.52037 -1.55345 -4.74962 -0.525211 -0.239258 0.0340398 -0.529747 -0.524272 1.10551 -0.187415 0.196166 0.245267 1.40217 -1.26301 -0.600218 0.418502 1.46213 0.116411 0.298374 -3.81569 0.463436 0.192606 1.98053 1.10952 -0.823849 0.0809014 -0.456851 0.98695 -0.0881773 0.38421 0.93419 -0.0809233 1.45531 -1.5662 0.638328 0.482486 -95.68397 -978.8613 -1074.545
540 -1.31603 1.66363 -1.1748 -3.7259 -0.805142 -1.04992 -0.562414 0.0204131 0.765874 0.522359 0.524221 0.183389 1.29922 1.18575 1.29528 1.22706 1.29918 -1.13601 0.370381 1.24796 -0.233154 -0.842893 -1.74687 0.771984 -2.00434 1.08157 0.264462 -0.171491 -0.507951 0.854864 -0.280521 0.635367 0.509974 -4.0658 -0.453725 0.19432 0.879845 -0.162482 -0.912499 1.18385 0.120126 -0.903472 0.708733 0.568868 -1.38098 -0.518894 0.430048 0.389282 1.33806 0.029604 -3.18633 -2.90312 0.264828 0.509816 1.13976 -0.252012 0.187144 -0.0375779 1.81575 -0.398665 0.683408 0.467939 0.743711 -0.0352463 -1.91722 0.506754 0.125148 -96.54908 -976.1273 -1072.676
880 -0.317921 1.4716 -1.28397 -3.68738 -2.24106 -0.90303 -3.94928 0.00122507 0.79553 0.489259 0.487595 0.297779 1.29977 1.23229 1.29865 1.13874 1.29886 0.65236 1.89172 1.09426 -0.507803 0.00292251 -0.378112 0.690063 -1.65704 0.865744 -0.738263 0.560143 -0.548439 1.04657 -0.855581 2.35363 -0.964051 -3.57981 -0.539074 -0.531224 -0.387895 -0.87952 -0.678108 1.34029 -0.174346 -1.43986 0.923229 1.44873 -1.41289 -0.557463 -0.177966 1.32408 -0.275558 0.346399 -4.18125 -0.176231 -0.757661 1.1863 1.47858 -0.455897 -0.906088 1.39237 2.50449 -0.112192 0.515744 -0.867447 -1.40625 0.0055991 -1.85847 0.258699 0.656262 -107.6139 -972.1574 -1079.771
900 -0.164376 1.20191 -1.00446 -3.71766 -0.801777 -0.971781 -2.29655 0.272763 0.560202 0.492791 0.666877 0.0981523 1.29993 1.25672 1.29203 1.18854 1.29819 -0.623682 -0.456482 0.569017 -0.506909 -1.18089 0.454729 0.7708 -2.32134 0.492344 0.256598 -0.0844258 0.0963125 0.151288 -0.405362 0.281572 -0.236248 -3.94022 -1.02403 -0.0406416 -0.959358 -1.21903 -0.832142 0.870381 0.0315518 -0.152867 0.16552 1.06327 -1.73761 -0.441134 1.29555 0.385877 0.904241 -0.135346 -3.09049 -0.0421428 -0.50302 0.466685 0.853705 -0.358439 1.32952 -0.294142 1.96096 -0.621823 0.318191 0.565365 1.14353 0.303528 -2.11234 0.555146 0.129919 -92.99178 -978.9537 -1071.945
590 -1.78839 1.6334 -1.19252 -3.69777 -2.43988 -1.14691 -2.4201 0.219472 0.595745 0.535286 0.565052 0.195377 1.29988 1.2392 1.29703 1.28593 1.29984 0.684187 -0.510696 0.942575 -0.0681479 1.20979 -0.655425 -0.370949 -1.48006 0.857523 -0.13271 -0.563883 -1.25426 0.990009 -0.0682456 0.608761 -0.121957 -4.49404 -0.839932 0.265656 -1.16513 1.33356 -0.837166 0.967793 0.339991 -0.523316 0.195013 1.25335 -1.38822 -0.258398 0.557816 0.733338 -0.0602418 0.15835 -3.32755 1.39679 0.947111 0.56911 1.11902 -0.0379691 -0.632565 -0.963643 0.207191 -0.319853 0.630159 -1.07469 0.379481 1.93955 -1.40155 1.33041 0.845082 -94.02095 -978.0292 -1072.05
640 -1.56804 1.74062 -1.39464 -3.72966 -0.807098 -1.23757 -0.0780427 0.349267 0.780941 0.507293 0.597542 0.247175 1.29964 1.1941 1.29475 1.1194 1.29996 1.22651 1.61446 1.58687 0.224698 1.98612 0.95876 -0.0509923 -1.72552 0.857913 0.380941 -1.21207 0.229419 1.34218 -0.0146994 2.32245 -0.550137 -3.56042 0.0132598 0.604143 1.6118 -0.40664 -0.248293 1.31437 0.196329 0.602419 -2.13941 0.200055 -0.823096 -0.0421694 0.733879 -1.73398 1.53519 0.373528 -2.61011 0.132309 -0.393649 -0.284966 1.66216 -0.195721 -0.176746 0.11854 0.650946 0.376349 1.02299 0.993112 -0.204076 1.46519 -1.25513 1.15278 -0.26806 -100.8416 -978.4672 -1079.309
610 -1.10496 1.28248 -1.32696 -3.69479 -1.70482 -1.00519 -2.01962 0.0958419 0.702856 0.487512 0.476391 0.016884 1.29679 1.17413 1.29941 1.13506 1.29966 -2.54972 0.283329 1.33715 -0.457223 -0.207442 0.0512099 0.336441 -1.48701 1.20535 0.0681166 0.301748 -0.397148 1.11997 -0.428002 -1.23745 -1.11593 -4.05855 -0.652382 -0.440796 -0.63555 -1.38974 -0.221396 1.30313 -0.0809749 1.37191 -0.563439 0.498188 -1.20543 -0.228841 1.5779 0.962134 2.28577 0.448474 -3.89525 -0.783415 1.30195 0.0537002 1.50579 -0.78828 0.169672 1.90061 0.215896 0.164919 0.62919 1.98676 -1.17888 1.20088 -1.39889 0.816599 0.731337 -101.4093 -978.4654 -1079.875
770 -1.9931 1.84178 -1.3575 -3.62719 -1.69916 -1.1326 -1.93055 0.172483 0.736543 0.452446 0.397517 0.168604 1.29878 1.13593 1.29527 1.12073 1.29639 -0.262971 0.503529 1.2603 0.136148 1.08595 0.222874 0.967259 -2.02603 1.76961 0.443745 -0.513456 -0.496176 0.991651 0.0380062 1.07258 -0.368114 -3.97118 -0.517046 0.249674 1.04514 -0.1433 -1.0366 1.99538 0.872864 1.53523 -0.61167 1.30751 -1.06399 -0.122489 0.175867 -0.155355 -0.0487007 0.242036 -4.23434 -1.2269 -0.990035 2.03354 1.99105 -0.196718 0.824549 -0.0917252 0.227623 0.317827 1.46402 0.608805 -0.16092 -1.1155 -1.47095 1.16786 -0.41949 -99.41697 -995.8193 -1095.236
790 -0.368627 2.05069 -1.28658 -3.6863 -1.1751 -1.06599 -0.388754 0.0517613 0.808313 0.370341 0.546729 0.0725274 1.29879 1.17263 1.29811 1.23633 1.29767 0.0525017 0.731161 2.02161 0.0387867 -0.939112 0.0907887 0.831049 -1.95056 1.04797 -0.0734723 -1.83286 -0.216241 1.34187 -0.157783 -1.45563 0.585933 -3.52924 -0.262695 0.626003 0.366541 -0.00937886 0.855463 1.80909 0.245485 -1.01889 -1.70088 -0.0164985 -1.32516 -0.235053 1.82842 0.960771 1.65267 0.541745 -3.39885 0.942551 -0.557587 -0.877803 2.01021 -0.197005 -1.14865 -0.849135 0.0210664 0.349796 0.687922 -1.75778 -0.208564 -0.192035 -1.76176 1.18878 2.69027 -103.898 -980.3955 -1084.293
880 -1.52306 1.13927 -1.40709 -3.70478 -1.05139 -1.32656 -2.00407 0.0423852 0.817117 0.468531 0.571565 0.112367 1.29951 1.19371 1.28322 1.2577 1.29897 0.499283 -0.49398 1.42834 -0.100682 -0.268861 -0.33461 0.74176 -1.31864 1.57717 -0.933363 -1.09142 1.28215 1.70481 0.764401 0.453695 -1.12631 -2.99729 -0.225978 0.43823 -0.384356 -1.10195 0.0353308 1.75783 0.517812 -1.38243 0.97957 0.806956 -0.878599 0.0470414 -0.00824196 -0.821342 0.611903 0.51936 -2.69568 1.35534 0.101677 1.26849 1.74936 0.304114 -0.349956 0.774804 1.53744 0.223024 1.11032 0.660458 0.152291 1.66674 -1.8605 1.22607 -2.50017 -97.25166 -981.0004 -1078.252
610 -0.496692 1.19849 -1.32154 -3.73404 -2.08885 -0.961722 -2.63455 0.128797 0.463093 0.445132 0.410727 0.00718064 1.29991 1.25185 1.29611 1.27168 1.2993 -0.0779862 0.608651 1.61772 -0.727366 -1.44749 0.163635 0.642087 -1.9811 0.391195 0.37308 0.258855 1.15069 1.06149 -0.424731 -2.64651 0.370249 -4.11302 -0.26425 -0.1266 0.586432 0.29437 0.437317 1.66177 -0.237896 1.22335 0.546215 0.852446 -1.04877 -0.900238 -0.94853 -0.770285 0.590144 0.404397 -4.47266 1.42933 -0.715037 1.16247 1.51129 -0.874834 0.524981 -0.973069 1.91304 0.196968 0.805391 -1.19781 -1.34113 0.825932 -1.64511 0.732352 0.97794 -99.06205 -987.3723 -1086.434
