iter	M_lnFgutabs(1)	M_lnkgutelim(1)	M_lnkufrac(1)	M_lnCltot(1)	M_lnClmet(1)	M_lnVdist(1)	M_lnVdistmet(1)	SD_lnFgutabs(1)	SD_lnkgutelim(1)	SD_lnkufrac(1)	SD_lnVdist(1)	SD_lnVdistmet(1)	GSD_Ccpt(1)	GSD_Cmet(1)	GSD_Qu(1)	GSD_Q_fec(1)	GSD_Qu_met(1)	lnFgutabs(1.1)	lnkgutelim(1.1)	lnkufrac(1.1)	lnVdist(1.1)	lnVdistmet(1.1)	lnFgutabs(1.2)	lnkgutelim(1.2)	lnkufrac(1.2)	lnVdist(1.2)	lnVdistmet(1.2)	lnFgutabs(1.3)	lnkgutelim(1.3)	lnkufrac(1.3)	lnVdist(1.3)	lnVdistmet(1.3)	lnFgutabs(1.4)	lnkgutelim(1.4)	lnkufrac(1.4)	lnVdist(1.4)	lnVdistmet(1.4)	lnFgutabs(1.5)	lnkgutelim(1.5)	lnkufrac(1.5)	lnVdist(1.5)	lnVdistmet(1.5)	lnFgutabs(1.6)	lnkgutelim(1.6)	lnkufrac(1.6)	lnVdist(1.6)	lnVdistmet(1.6)	lnFgutabs(1.7)	lnkgutelim(1.7)	lnkufrac(1.7)	lnVdist(1.7)	lnVdistmet(1.7)	lnFgutabs(1.8)	lnkgutelim(1.8)	lnkufrac(1.8)	lnVdist(1.8)	lnVdistmet(1.8)	lnFgutabs(1.9)	lnkgutelim(1.9)	lnkufrac(1.9)	lnVdist(1.9)	lnVdistmet(1.9)	lnFgutabs(1.10)	lnkgutelim(1.10)	lnkufrac(1.10)	lnVdist(1.10)	lnVdistmet(1.10)	LnPrior	LnData	LnPosterior
310	-1.63332	1.88505	-1.37297	-3.71015	-1.48523	-1.24446	0.0271657	0.182633	0.864686	0.545664	0.568217	0.187637	1.29999	1.17211	1.2966	1.23683	1.29978	0.296229	-1.23281	1.30803	-0.00412673	-1.37892	-0.789922	-0.150113	-1.14448	1.01985	0.902625	-1.11186	-1.08261	1.11533	-0.0842183	-0.32572	1.01649	-3.61101	-0.226109	0.230615	-0.520601	-0.389238	-1.50672	1.32566	0.285712	0.535344	-0.780648	0.798488	-1.10049	0.130738	-0.502859	0.461003	1.02783	0.37514	-2.87328	-1.09003	1.031	1.07334	1.42619	0.135843	-1.07721	-0.333165	0.467103	0.160493	0.956807	-0.115182	0.218417	0.214923	-1.44307	1.07424	-0.0117747	-9.242595e+001	-9.744264e+002	-1.066852e+003
320	-1.66255	2.08055	-1.39881	-3.71401	-2.703	-1.21212	-3.05495	0.311671	0.901803	0.521055	0.568217	0.13765	1.29918	1.14538	1.29802	1.28655	1.29988	-1.38568	0.427113	1.52342	-0.266497	-0.62504	-0.789922	0.212295	-1.14448	1.13615	-0.048542	-0.777163	-0.782874	1.37703	-0.0110611	-0.0640049	0.529011	-3.64135	-0.220129	0.525877	-0.801922	-1.16513	-1.50672	1.43459	0.467059	1.70055	1.57815	0.728534	-1.33768	-0.159079	-0.391383	-0.00597881	-0.362114	0.623535	-3.07807	-1.27031	1.05689	-0.118519	1.54017	0.0379606	0.115982	0.961944	1.88396	0.261037	0.981009	-1.40057	2.46017	1.72434	-1.4034	1.07424	1.78985	-1.071150e+002	-9.719047e+002	-1.079020e+003
330	-1.34319	1.27215	-1.32846	-3.73996	-2.22667	-1.22837	-3.0787	0.30094	0.600555	0.589201	0.562859	0.0559878	1.29997	1.10225	1.29811	1.26363	1.29998	0.105565	-0.154429	1.09758	0.106634	0.140204	-0.320154	1.32401	-0.874769	1.25977	0.556891	-0.561376	-0.53142	1.11482	-0.202874	1.66517	-2.52939	-4.09918	-0.23122	0.272597	-0.388729	0.0341496	0.598966	1.26932	0.452735	1.18352	-1.19071	1.13317	-0.974886	-0.0300255	-0.0943313	0.647175	2.70824	0.757813	-2.96262	0.393095	1.85481	2.26826	1.40546	-0.244876	0.892169	0.310727	1.93388	0.265055	0.979051	0.522976	0.527019	1.43338	-1.40194	1.07424	0.58716	-1.025831e+002	-9.733930e+002	-1.075976e+003
340	-1.14245	1.22728	-1.46934	-3.73499	-2.3585	-1.22236	-1.87787	0.0374154	0.606622	0.589201	0.51941	0.0559878	1.29745	1.20795	1.29595	1.15161	1.29685	0.105565	1.34998	1.59126	0.354848	-0.964703	-0.237449	1.01729	-0.874769	1.40296	-0.821582	0.676604	1.01065	1.16828	-0.00597534	-0.878526	-0.717279	-4.19779	-0.227691	0.320181	-0.454343	0.243123	1.01572	1.49626	0.379833	-1.5122	-0.629307	1.13317	-0.737099	-0.250328	0.106503	0.847054	2.0702	0.718652	-3.15963	0.706859	0.55748	1.08512	1.55967	-0.222617	-1.52883	-1.64609	0.158238	0.414146	0.9821	1.01579	1.00946	0.877747	-1.32502	0.821244	0.72745	-9.442298e+001	-9.790150e+002	-1.073438e+003
350	-0.123241	1.22728	-1.45407	-3.70776	-0.115829	-1.26031	-0.377688	0.163182	0.583967	0.669594	0.518341	0.0619882	1.29842	1.20187	1.29322	1.25076	1.29996	-0.600364	0.315011	1.46373	0.324508	-0.739964	-0.237449	0.430891	-0.983389	1.34339	0.424827	-0.309431	1.15516	1.17292	-0.0975113	-0.311367	1.56028	-3.55851	-0.0737725	0.613039	-2.38545	-0.346291	1.01572	1.32442	0.379558	-1.28395	0.351962	1.16195	-0.795335	-0.0366673	-0.4697	-0.643832	0.636573	0.541633	-3.17162	0.0188579	-0.0859442	0.811723	1.43722	0.0576885	0.756858	-0.275211	0.811111	0.109313	0.903521	0.833474	-1.18198	0.908874	-1.06372	1.2719	-0.324141	-9.266644e+001	-9.779042e+002	-1.070571e+003
360	-1.40309	1.1334	-1.47025	-3.73396	-0.0839527	-1.12476	-0.377688	0.0541146	0.738264	0.604172	0.492313	0.00125424	1.29906	1.11879	1.29506	1.25509	1.29994	-2.57463	0.315011	1.65868	0.0275489	0.987464	-0.0783192	0.302048	-0.983389	0.944324	0.419067	0.704607	0.659513	1.31159	-0.166779	0.504984	0.217372	-2.70354	-0.0159864	0.539542	-2.06955	-0.953117	1.01572	1.63008	0.28995	1.04387	-0.902529	0.995461	-0.715352	-0.309955	-0.607457	-0.458027	0.659841	0.425396	-3.66665	1.34562	1.35274	-0.0412154	1.63415	-0.0384741	-0.0932137	0.505496	-0.0164622	0.506655	0.933491	-1.35765	1.20606	1.48773	-0.945249	0.971794	-2.61931	-9.873047e+001	-9.811972e+002	-1.079928e+003
370	-1.40259	1.28842	-1.53168	-3.70624	-0.0264123	-1.18108	-0.596543	0.0941712	0.711345	0.595596	0.497575	0.10346	1.29884	1.1693	1.2949	1.14164	1.29855	0.184365	0.315011	1.41088	0.105497	1.50577	-0.889218	0.705637	-1.19223	1.23828	0.29093	-1.14641	-0.13364	1.29118	-0.344202	1.09459	-0.414912	-2.81813	0.234662	0.831184	1.25419	-0.616269	1.01572	1.52973	0.536897	-1.27725	0.204113	2.36075	-0.776251	0.00886518	-0.98727	-1.61129	0.158927	0.659717	-3.62046	0.471782	-0.493404	1.51563	1.56055	0.0455167	-1.34685	2.09474	0.624447	0.560355	0.998646	1.0805	-0.125305	1.38591	-1.00705	1.03691	-2.05489	-1.002568e+002	-9.763854e+002	-1.076642e+003
380	-1.17766	1.27284	-1.56386	-3.73568	-1.58275	-1.18652	-2.17316	0.149014	0.739015	0.560209	0.464677	0.00508964	1.29925	1.24704	1.2992	1.15956	1.29961	0.849651	-1.06471	1.78349	-0.0821026	0.126685	1.11093	1.12905	-1.32858	0.924274	-0.293457	0.270368	-0.13364	1.18555	-0.364742	0.280686	0.0384034	-2.63228	0.0908164	0.836466	2.35152	-0.929727	1.01572	1.55316	0.361364	0.291669	1.26673	3.09145	-0.735453	-0.331355	-1.53392	0.398241	0.620489	0.77116	-3.58808	0.620238	-1.19279	0.283253	1.62296	0.181231	1.01758	0.0669471	0.28656	0.560355	0.998646	1.22862	-0.5368	0.115112	-0.630665	1.16094	-0.262977	-9.533859e+001	-9.852428e+002	-1.080581e+003
390	-0.576272	1.24893	-1.51421	-3.64352	-1.24259	-1.05098	-2.46203	0.0238774	0.716454	0.558226	0.456579	0.00344233	1.29994	1.13407	1.29857	1.20554	1.29942	0.625222	0.949737	1.73825	-0.567128	0.152907	0.925029	0.255965	-1.00241	1.25958	-0.0646236	0.0162186	-0.237115	1.29171	-0.185211	0.553393	-1.3536	-3.1587	-0.289299	0.369472	0.255171	-1.28378	1.46855	1.5961	0.441461	-0.305713	1.33412	2.1984	-0.487547	-0.234464	-0.381169	-0.980788	1.09518	0.808484	-3.81845	0.963357	-0.650177	1.54273	1.47566	-0.357602	0.41443	-0.376802	0.26717	0.480474	0.934237	0.195852	-0.58942	1.78163	-1.24846	1.09808	0.306394	-9.511395e+001	-9.775592e+002	-1.072673e+003
400	-0.438182	1.69631	-1.51845	-3.63609	-1.33717	-1.00072	-2.46203	0.015114	0.72744	0.546337	0.448718	0.254925	1.29884	1.18365	1.29807	1.28417	1.29991	0.760474	-1.33092	1.48756	-0.481865	-0.583325	-1.49768	0.871513	-1.00241	0.879609	-0.96522	2.58754	1.12451	1.43295	-0.369407	-0.127897	0.453815	-3.29499	0.100704	0.805002	-0.310774	0.278084	-0.0368069	1.5961	0.302952	-1.2484	0.531138	-0.210624	-0.862967	-0.505229	0.632704	0.194599	-0.559204	0.505263	-3.85754	1.16479	0.945628	1.13461	1.6492	-0.491915	1.07552	1.12045	-0.125095	0.43212	0.857808	-0.931445	-0.425155	-0.17687	-1.31414	1.09808	-0.620892	-9.725905e+001	-9.812726e+002	-1.078532e+003
410	-0.965177	1.38549	-1.53087	-3.65435	-3.19036	-1.03409	-3.07821	0.0143281	0.739841	0.563757	0.442678	0.228019	1.29803	1.23035	1.29355	1.2371	1.29975	0.158093	-0.0479515	1.81197	-0.106784	1.58003	0.0478919	0.664828	-1.00063	0.701094	0.267106	-0.695565	-0.260183	1.29363	-0.368115	-1.41866	-0.673594	-2.936	0.158668	0.398658	-2.6282	-1.49706	0.569023	1.5961	0.297436	-0.182689	0.552027	0.566849	-0.783392	-0.522335	-0.404347	0.108004	0.277468	0.674425	-3.60589	0.38265	0.925496	-0.195867	1.58375	-0.483601	-0.0673374	0.335998	1.22958	0.425786	0.908726	-1.0117	1.01282	1.51117	-0.860493	1.26117	-0.0236062	-9.300033e+001	-9.837476e+002	-1.076748e+003
420	-1.96281	1.67447	-1.52971	-3.70591	-1.24742	-1.04664	-1.04073	0.0143281	0.810252	0.595801	0.421107	0.216334	1.29838	1.17605	1.29797	1.26912	1.29957	-0.519568	3.05451	1.7013	0.0245489	-0.327516	-1.03891	-0.202476	-0.975884	1.20212	0.920936	-0.695565	0.249473	1.38335	0.0537138	-2.38359	-1.09973	-3.25064	0.397879	0.421669	0.506309	0.92766	0.821416	1.49155	0.28023	-1.13107	0.40753	-0.0277964	-0.752051	-0.637203	0.257604	-0.49568	1.79561	0.674425	-4.36823	-0.493054	1.35258	-0.389764	1.78243	-0.493739	0.293815	0.479006	1.2249	0.0646712	0.649458	0.751324	0.576979	0.121213	-0.888369	0.866946	0.4054	-1.011188e+002	-9.790852e+002	-1.080204e+003
430	-1.13611	1.36173	-1.47772	-3.70354	0.0201795	-1.04219	-1.04073	0.219669	0.74377	0.535497	0.464141	0.0321468	1.29783	1.10765	1.2982	1.2894	1.29795	0.771726	-0.675024	1.53389	-0.090527	1.52188	3.06418	0.363207	-0.991157	1.1449	1.21061	-0.749957	-1.32606	1.3418	-0.774285	-1.06383	-1.15273	-3.29135	0.397879	0.421669	0.980594	-0.00912187	-0.369176	1.59566	0.116326	-0.582093	0.40753	0.632318	-0.895751	-0.368193	-0.718028	0.491189	0.688239	0.675501	-4.03801	-0.424185	0.195015	0.746674	1.81135	-0.687451	-0.313393	-1.01603	1.07734	0.374219	1.06913	0.288325	-0.252029	1.53624	-1.16239	0.957847	-1.68771	-1.012410e+002	-9.787929e+002	-1.080034e+003
440	-1.82378	1.50828	-1.47121	-3.7058	-2.36096	-1.05194	-2.02056	0.0318922	0.632887	0.556997	0.517427	0.252636	1.29961	1.16055	1.2998	1.23933	1.29978	1.89509	0.00448725	1.53389	-0.613903	0.554847	0.62357	0.363207	-1.14112	1.2474	-0.204854	-0.749957	-1.41109	1.00036	-0.676012	0.610419	0.425138	-3.6968	0.353394	0.60307	0.201603	0.90357	-0.868558	1.57031	0.0580158	-0.374935	0.452247	-0.146756	-0.861366	-0.384289	-0.705456	-0.960398	0.541619	0.675501	-3.53632	0.898226	0.195015	1.10744	1.71505	-0.206413	-0.956141	1.40367	0.681491	0.319508	0.62162	0.234056	-0.482735	-0.72404	-1.16239	0.621736	0.430957	-8.966792e+001	-9.776052e+002	-1.067273e+003
450	-2.18712	1.25504	-1.37941	-3.6973	-0.23251	-1.05124	-0.427445	0.0677671	0.625008	0.561131	0.500587	0.267707	1.29942	1.20876	1.28934	1.15082	1.29978	0.264553	0.626438	1.50918	-0.0328257	0.47868	0.654058	1.40028	-1.05777	1.28929	-0.204854	-0.749957	-0.700892	0.973042	-0.477205	0.610419	0.313151	-3.19602	-0.177822	0.652964	1.19517	1.2376	0.450715	1.19441	0.114486	-0.453909	1.8197	0.437194	-0.731044	-0.391444	0.348193	1.01742	1.57623	0.675501	-3.42694	0.436638	-0.423892	0.592751	1.75423	-0.334989	0.305197	-1.94365	1.42929	0.0414329	0.795007	0.234056	0.0353076	1.69805	-1.44251	0.727201	0.632568	-9.221843e+001	-9.809650e+002	-1.073183e+003
460	-1.89144	1.66577	-1.36917	-3.6973	-0.121572	-1.16805	0.0285341	0.179204	0.645369	0.481191	0.533234	0.152705	1.29989	1.219	1.29267	1.11678	1.29978	-2.174	2.48291	1.57329	0.0974985	0.760364	1.12307	1.40028	-1.34374	1.37252	0.23343	0.746323	-0.738927	1.00119	-0.539327	-0.0731069	0.824595	-3.9053	0.0886997	0.616183	1.14132	-1.83673	-1.11813	1.30017	0.378618	1.22675	-1.01717	0.650303	-1.00404	-0.213842	0.54261	0.134921	1.73725	0.571657	-2.97888	-1.66653	0.0911884	1.02729	1.60718	-0.100832	2.05154	-1.20486	0.796472	-0.00540461	0.773096	0.234056	-0.912288	0.427633	-1.43162	1.12887	-0.713926	-1.022543e+002	-9.768933e+002	-1.079148e+003
470	-1.33602	1.36206	-1.37911	-3.6973	-2.42036	-1.20603	-1.83656	0.24735	0.66604	0.47636	0.55633	0.253352	1.29951	1.13443	1.29708	1.28426	1.29976	1.09526	1.21021	1.42727	0.0692913	-1.06714	0.220492	0.116545	-1.26553	1.37354	-0.65174	-0.734055	0.756577	1.28299	-0.125762	0.0182002	-0.64568	-3.74982	-0.511018	0.23774	1.13534	0.865721	0.914542	1.75532	0.514509	-1.71189	-1.58632	1.16212	-1.47634	-0.18793	0.18942	-0.450301	0.284616	0.352955	-2.97888	1.1287	0.0911884	0.756529	1.59858	-0.209065	-0.71521	0.784326	0.803586	0.313377	1.09605	-0.618139	-0.090847	0.28704	-1.43162	1.19518	1.1079	-9.217200e+001	-9.766366e+002	-1.068809e+003
480	-2.24446	1.6647	-1.37287	-3.73063	-0.812531	-1.14772	-0.819158	0.00894948	0.66604	0.494692	0.623149	0.211569	1.29588	1.18164	1.29906	1.28734	1.29971	2.11989	-0.619807	1.60807	-0.208945	0.954903	0.780979	0.502304	-1.31869	1.03587	0.98167	1.36334	0.0205691	1.18473	-0.1326	0.0182002	-1.75332	-4.22389	-0.285233	0.392675	1.13534	2.01041	-0.0649586	1.42387	0.19432	-0.762045	-1.0439	0.0730489	-1.19315	-0.153542	-1.35201	1.46126	0.186078	0.455253	-2.70265	0.042856	0.12861	1.47679	1.6159	-0.222108	1.00541	-1.00146	0.761117	-0.00376227	0.580925	-0.969303	1.39501	1.12148	-1.26131	1.01647	-0.624201	-9.895211e+001	-9.736797e+002	-1.072632e+003
490	-1.87572	1.36637	-1.37345	-3.72605	-0.812531	-1.14942	-1.08043	0.000444365	0.571753	0.48154	0.64092	0.13981	1.29893	1.10189	1.29798	1.25495	1.29943	-2.20213	-0.2738	1.53892	0.0559759	1.28333	0.872973	-0.639162	-1.36049	0.772627	0.218461	-0.132896	-0.0985715	0.940531	-0.353133	0.662104	-0.982557	-4.22389	-0.403138	0.202398	-0.893405	-0.888439	-0.123228	1.66515	0.341848	-0.884416	1.57471	0.645995	-1.29608	-0.130495	-0.706273	1.27331	1.24028	0.455253	-2.69005	0.720875	0.12861	1.10364	1.62138	-0.0765659	1.00541	-2.32118	0.348246	-0.0540829	0.723009	0.423871	-1.02319	1.47229	-1.26131	0.805848	0.697436	-9.536367e+001	-9.787045e+002	-1.074068e+003
500	-0.859109	1.75556	-1.33014	-3.70844	-2.15271	-1.11059	-2.5287	0.271824	0.649198	0.459257	0.616297	0.148611	1.29987	1.18669	1.29373	1.20872	1.29993	1.0454	0.116725	1.5364	-0.0210962	1.46706	-0.9402	-0.535632	-1.6293	0.909198	0.218461	1.70643	-1.10198	1.20568	-0.353133	-0.0211979	-0.413437	-4.36445	-0.165701	0.202398	-0.437389	1.28732	0.16349	1.42463	0.245991	1.4362	-1.56817	1.2334	-0.859203	-0.130495	0.197355	-0.214228	0.718085	0.504908	-2.87857	0.866362	0.12861	2.66245	1.88473	-0.135811	0.565208	1.74636	0.662674	0.193609	0.694696	0.528309	0.959453	0.919482	-1.93547	0.619932	0.505822	-1.006833e+002	-9.701064e+002	-1.070790e+003
510	-0.394441	1.42882	-1.33769	-3.71903	-2.65336	-1.05741	-2.20886	0.503756	0.598399	0.440302	0.62707	0.0429366	1.29854	1.21315	1.29644	1.17878	1.29921	1.11054	2.18601	1.58793	-0.40694	0.0458591	-0.96789	0.871746	-1.73854	0.512469	0.659496	-0.226749	0.504323	1.09777	-0.353133	-0.0211979	0.455033	-3.89254	-0.429332	0.202398	-0.605926	0.0282115	0.348021	1.55055	0.024702	0.350252	-0.026901	1.52494	-1.84006	-0.430938	-0.477389	0.269508	1.51029	0.560776	-2.96133	1.15197	0.36108	2.24976	1.86941	-0.172458	0.565208	0.173734	1.31937	0.0983945	0.556533	0.314904	0.0331497	1.13423	-1.99244	0.527465	-0.345529	-9.709840e+001	-9.769887e+002	-1.074087e+003
520	-1.36862	1.31059	-1.36883	-3.77	-2.16223	-1.03612	-1.68023	0.223111	0.674515	0.450047	0.561032	0.15138	1.29887	1.21311	1.2922	1.18187	1.29945	-0.350782	-0.839331	1.6633	-0.648539	-0.836732	1.00731	1.36142	-1.7946	0.807964	-0.0329034	-0.901521	-0.754014	1.30354	-0.386344	-0.0211979	0.0411385	-4.16217	-0.278344	-0.183268	-0.497015	-0.160213	-0.0340763	1.94663	0.2245	-0.150877	-0.475869	1.33895	-1.23671	-0.293594	-2.39893	-0.748395	1.91095	0.560776	-3.58906	-1.49556	-0.012814	1.59118	2.0891	-0.425965	0.920634	0.103506	0.372691	0.0555408	0.352617	-1.5447	-1.75927	-0.689211	-1.68992	0.522206	-0.522203	-1.003042e+002	-9.809727e+002	-1.081277e+003
530	-1.62203	1.22247	-1.2992	-3.70895	-1.54975	-1.08135	-2.25216	0.148872	0.675371	0.411096	0.553547	0.298264	1.29912	1.22913	1.296	1.11797	1.29937	-0.435638	0.193823	2.05327	0.130734	0.588118	-1.96021	-0.627525	-1.67995	1.28802	-1.40334	-0.901521	-0.324775	1.20351	-0.475058	0.3471	-0.196908	-4.3501	-0.497343	-0.183268	-0.77448	-0.581869	0.0847882	1.4028	0.144004	-0.887787	2.85767	2.88277	-0.924413	-0.293594	-2.39893	-0.748395	1.7513	-0.00625892	-3.34543	-1.49556	-0.012814	0.577815	1.90923	-0.280592	-0.569135	0.930161	1.13817	0.088919	0.76156	0.434804	0.530765	1.45511	-1.96605	0.795041	0.723448	-1.081666e+002	-9.815502e+002	-1.089717e+003
540	-1.31238	1.47426	-1.33496	-3.71356	-2.23356	-1.08144	-1.27146	0.056881	0.584027	0.401998	0.512481	0.175381	1.29997	1.26265	1.29969	1.17328	1.29918	0.124413	0.159956	1.62154	0.0539032	-0.676902	0.689701	0.29929	-2.13867	0.921748	-1.40334	-0.901521	-0.815397	1.36963	-0.247687	0.525267	-0.816874	-4.15444	-0.427212	0.540219	0.024224	0.154324	-0.194607	1.53804	0.177337	0.189479	2.85767	2.10042	-1.36062	-0.293594	0.0883652	-0.412319	0.568581	0.768969	-3.4317	-0.436073	-2.76339	0.661472	1.86669	-0.550538	-0.569135	0.187838	0.436355	0.243464	0.674988	0.235567	0.435218	-0.41212	-2.00996	0.784078	-1.98138	-9.822104e+001	-9.757749e+002	-1.073996e+003
550	-1.0187	1.72571	-1.25194	-3.75074	-1.62365	-1.0577	-0.580138	0.056881	0.537677	0.401998	0.560897	0.115699	1.29754	1.23975	1.29984	1.13899	1.29979	-0.373478	0.0162264	1.50866	0.135595	0.478413	1.12738	0.782774	-1.80182	0.844714	1.099	1.43037	0.394887	1.6842	-0.139664	-0.865529	-0.366589	-3.6221	-0.270542	0.771027	-0.821345	-2.11128	-0.282885	1.58695	0.112569	0.662837	0.524706	0.286759	-1.74558	-0.425594	-0.30778	0.0592643	1.51431	0.476447	-3.53726	0.232728	-2.09594	0.713648	2.07482	-0.189115	-0.849786	-1.02941	0.122842	0.203497	0.701665	0.376397	1.85129	-0.182369	-1.59608	0.939323	0.652865	-9.382274e+001	-9.887062e+002	-1.082529e+003
560	-1.00259	1.32615	-1.25227	-3.68895	-1.62365	-1.12469	-2.02138	0.0741019	0.537677	0.436445	0.422934	0.355171	1.29553	1.29516	1.29128	1.10676	1.29908	1.63183	-0.656609	1.50054	0.0895416	-0.191311	-1.13681	0.165461	-1.92634	1.30203	0.637911	-1.99857	-0.767347	1.08016	-0.316053	-0.781486	-1.33147	-3.04787	-0.013695	1.20612	-0.693682	0.190435	-1.08043	1.41327	0.194317	1.02961	-1.28659	0.572905	-1.67027	-0.326125	-0.30778	-0.546791	0.867448	0.244135	-4.08833	0.299872	-1.87846	0.942443	1.83569	-0.00422048	-0.849786	-1.1815	0.122842	-0.0821094	0.985521	0.466297	-0.752918	0.414286	-2.24335	0.878376	0.26245	-9.534290e+001	-9.846170e+002	-1.079960e+003
570	-0.601155	1.73391	-1.20981	-3.65387	-2.88523	-1.04119	-3.30662	0.0632325	0.804498	0.412253	0.426689	0.168693	1.29299	1.19154	1.29857	1.13349	1.29908	-0.0798835	0.766192	1.69887	-0.423418	-1.1764	-0.650716	2.31962	-2.45625	1.2845	-1.00026	-1.21059	0.0360208	1.02032	-0.35598	0.284856	1.86272	-4.14602	-0.266474	-0.244475	-1.55053	-0.0646157	2.70549	1.59224	0.293258	0.372873	1.4638	1.54309	-1.80004	-0.452789	-0.585491	-0.10879	0.186201	-0.0333862	-4.08833	0.0409925	-1.87846	0.942443	1.74329	-0.00967086	0.164246	0.116658	1.4609	0.161063	0.980465	-0.638037	0.330467	1.0411	-1.87069	1.34218	-1.60579	-1.125632e+002	-9.842140e+002	-1.096777e+003
580	-0.20376	1.75715	-1.20815	-3.67022	-1.28668	-1.03631	-1.45757	0.0279347	0.86183	0.381472	0.503072	0.0169792	1.28496	1.18151	1.29316	1.10088	1.29972	0.150444	-0.031877	1.56812	-0.208958	0.77243	0.18463	0.528293	-2.29531	1.153	0.670294	0.0116084	-0.770477	1.17772	-0.505422	-0.401765	0.521843	-4.13898	-0.826906	-0.293672	0.137264	0.974587	2.14688	1.36751	0.256166	-0.762155	-0.510031	1.95127	-1.822	-0.452789	-0.585491	0.0562996	0.435996	0.429545	-3.71931	0.799804	1.81094	1.83643	1.6028	-0.671576	-0.275334	1.70429	-0.369868	0.134434	0.865438	-1.0059	-0.00303689	0.191855	-1.80302	1.0667	1.42997	-1.038015e+002	-9.882408e+002	-1.092042e+003
590	-1.45437	1.86293	-1.20511	-3.66413	-1.28668	-1.00791	-1.76843	0.183394	0.702856	0.416278	0.480399	0.315583	1.29417	1.11293	1.29443	1.19279	1.29899	-1.41731	0.384302	1.69766	-0.298217	-0.493585	-0.971537	0.746088	-2.34813	0.790912	0.370781	0.646463	-1.38961	1.21017	-0.44232	0.355704	-0.937817	-4.36532	-0.700272	0.168693	0.14046	-0.205564	0.286394	1.25786	0.147891	-0.528766	0.601204	1.07275	-1.74782	-0.604406	-0.87454	1.32686	1.65608	0.620367	-3.86612	0.138394	1.21976	1.83643	1.71282	-0.519195	-0.906827	-2.46277	0.724407	0.0123634	0.92382	-0.998367	0.232418	2.35912	-2.20161	0.857152	1.43413	-1.085583e+002	-9.762024e+002	-1.084761e+003
600	-1.3827	1.31437	-1.27605	-3.65932	-3.07593	-0.976267	-3.62292	0.218864	0.702856	0.44087	0.46659	0.188189	1.2996	1.15413	1.29211	1.17903	1.29966	0.772678	-0.740874	1.38247	-0.479824	-0.0585937	1.37632	-0.812565	-1.82302	0.693407	0.579288	-1.88563	-1.12307	1.31867	-0.860718	0.117006	1.4652	-3.48286	-0.284967	-0.0228309	-0.349278	-2.11401	-0.949739	1.67951	0.0254401	0.894548	-0.563439	0.330424	-1.36196	-0.194051	-1.13369	-0.666772	0.592881	0.489428	-3.85445	-0.809235	1.45932	1.56519	1.49971	-0.431343	-1.41926	-1.69083	0.891346	-0.184297	0.835752	1.98676	2.5713	1.18841	-1.94019	0.879884	-1.36883	-1.076320e+002	-9.829490e+002	-1.090581e+003
610	-1.10496	1.28248	-1.32696	-3.69479	-1.70482	-1.00519	-2.01962	0.0958419	0.702856	0.487512	0.476391	0.016884	1.29679	1.17413	1.29941	1.13506	1.29966	-2.54972	0.283329	1.33715	-0.457223	-0.207442	0.0512099	0.336441	-1.48701	1.20535	0.0681166	0.301748	-0.397148	1.11997	-0.428002	-1.23745	-1.11593	-4.05855	-0.652382	-0.440796	-0.63555	-1.38974	-0.221396	1.30313	-0.0809749	1.37191	-0.563439	0.498188	-1.20543	-0.228841	1.5779	0.962134	2.28577	0.448474	-3.89525	-0.783415	1.30195	0.0537002	1.50579	-0.78828	0.169672	1.90061	0.215896	0.164919	0.62919	1.98676	-1.17888	1.20088	-1.39889	0.816599	0.731337	-1.014093e+002	-9.784654e+002	-1.079875e+003
620	-2.27898	1.32143	-1.29247	-3.7172	-1.69588	-1.00842	-2.46776	0.262861	0.69201	0.460827	0.476391	0.165773	1.29516	1.15016	1.29611	1.22365	1.29998	1.7194	-0.310199	1.366	-0.352	1.42342	-1.19064	0.379357	-1.98234	0.771881	-1.28711	0.13565	-0.450296	1.03376	-0.377476	0.306723	0.330084	-4.06424	-0.268948	-0.460302	0.0750793	0.234234	-0.0444494	1.42725	-0.117866	0.895722	-0.0255294	1.06939	-1.65683	-0.662906	0.085123	-0.175092	1.22929	0.797429	-3.99477	-0.581068	1.30195	2.02196	1.71564	-0.577304	0.169672	0.992981	0.132646	-0.130278	0.532819	0.109413	0.277911	0.600213	-1.69985	1.0126	0.292318	-9.704836e+001	-9.760582e+002	-1.073107e+003
630	-1.60855	1.44108	-1.27691	-3.66551	-0.521476	-0.941751	-0.731138	0.310016	0.654938	0.485224	0.481517	0.165773	1.29988	1.27035	1.2943	1.10721	1.2982	0.128317	-0.00366055	1.50953	-0.432509	-0.691395	-0.0593173	1.45457	-2.32953	0.775371	1.1429	1.01229	0.41893	0.779672	-0.479153	0.0946005	0.134005	-3.77235	-0.603681	-0.244215	-0.0507073	1.32802	-0.355334	1.45495	0.0668349	0.654867	-0.432315	0.755163	-1.56976	-0.845318	-0.489589	-0.531782	0.630624	0.347771	-3.99477	1.52452	1.30195	0.391475	1.38889	-0.559764	0.169672	0.71364	1.04596	0.0200957	0.461194	1.45586	2.23197	-0.231761	-2.035	0.53638	0.292318	-9.745663e+001	-9.807793e+002	-1.078236e+003
