iter	M_lnFgutabs(1)	M_lnkgutelim(1)	M_lnkufrac(1)	M_lnCltot(1)	M_lnClmet(1)	M_lnVdist(1)	M_lnVdistmet(1)	SD_lnFgutabs(1)	SD_lnkgutelim(1)	SD_lnkufrac(1)	SD_lnVdist(1)	SD_lnVdistmet(1)	GSD_Ccpt(1)	GSD_Cmet(1)	GSD_Qu(1)	GSD_Q_fec(1)	GSD_Qu_met(1)	lnFgutabs(1.1)	lnkgutelim(1.1)	lnkufrac(1.1)	lnVdist(1.1)	lnVdistmet(1.1)	lnFgutabs(1.2)	lnkgutelim(1.2)	lnkufrac(1.2)	lnVdist(1.2)	lnVdistmet(1.2)	lnFgutabs(1.3)	lnkgutelim(1.3)	lnkufrac(1.3)	lnVdist(1.3)	lnVdistmet(1.3)	lnFgutabs(1.4)	lnkgutelim(1.4)	lnkufrac(1.4)	lnVdist(1.4)	lnVdistmet(1.4)	lnFgutabs(1.5)	lnkgutelim(1.5)	lnkufrac(1.5)	lnVdist(1.5)	lnVdistmet(1.5)	lnFgutabs(1.6)	lnkgutelim(1.6)	lnkufrac(1.6)	lnVdist(1.6)	lnVdistmet(1.6)	lnFgutabs(1.7)	lnkgutelim(1.7)	lnkufrac(1.7)	lnVdist(1.7)	lnVdistmet(1.7)	lnFgutabs(1.8)	lnkgutelim(1.8)	lnkufrac(1.8)	lnVdist(1.8)	lnVdistmet(1.8)	lnFgutabs(1.9)	lnkgutelim(1.9)	lnkufrac(1.9)	lnVdist(1.9)	lnVdistmet(1.9)	lnFgutabs(1.10)	lnkgutelim(1.10)	lnkufrac(1.10)	lnVdist(1.10)	lnVdistmet(1.10)	LnPrior	LnData	LnPosterior
100	-1.58168	1.28013	-1.1039	-3.69459	-1.1199	-1.23432	-0.337101	0.142955	0.75557	0.45146	0.655048	0.174989	1.29975	1.21689	1.29202	1.24086	1.29992	1.18289	0.659539	1.08669	-0.0555701	-1.04252	2.15284	1.73455	-2.16019	1.19512	1.38202	0.270935	-0.641289	0.624635	-0.249002	0.600597	-0.660753	-3.24119	-0.853754	0.165785	1.50682	0.340786	-0.507909	0.918707	0.44691	-0.29452	2.22199	2.40308	-1.58152	0.109016	0.616096	1.70895	0.561132	-0.0222695	-2.49393	-0.274228	0.370456	1.04899	1.55164	-0.0131953	1.38286	0.835993	0.938444	-0.409185	0.75819	-0.528268	0.423935	0.916232	-2.31254	1.0256	-0.415286	-9.959927e+001	-9.758945e+002	-1.075494e+003
110	-2.2025	1.72079	-1.10773	-3.69448	-2.70495	-1.23106	-3.45208	0.150133	0.667304	0.489233	0.628116	0.0669257	1.29975	1.14502	1.29512	1.1427	1.29957	-0.511852	0.180897	0.980637	0.245162	0.817276	1.43218	0.876946	-2.16019	1.17421	0.796907	-0.151289	-0.392152	0.721531	-0.0641194	-0.202532	0.747226	-3.65395	-0.584073	0.844466	-0.550461	0.0373941	0.520973	0.918707	0.196151	0.586708	0.83123	1.70936	-1.20231	-0.0566496	2.44751	-0.094007	1.32353	-0.19603	-2.72429	-0.882987	0.444689	0.834795	1.41307	0.172187	-0.219249	0.123984	0.272263	-0.66778	0.772793	0.330453	0.0970447	1.23878	-1.74414	1.20188	1.3474	-9.426819e+001	-9.800333e+002	-1.074301e+003
120	-1.76502	1.394	-1.10167	-3.68688	-2.29754	-1.25263	-1.01529	0.0985409	0.74833	0.503034	0.621378	0.0579945	1.29975	1.13446	1.29843	1.16993	1.299	0.863202	-0.475988	0.980637	0.162762	-0.388615	1.39689	0.320685	-2.21321	1.1429	0.544594	-0.308114	-0.298344	0.491052	0.0616144	-0.307004	-0.536203	-3.50263	-0.545019	0.467283	-0.785876	0.00714334	0.810379	0.909757	0.42517	-0.0214682	0.963831	0.636715	-1.44741	-0.179737	-0.243677	0.86224	1.32017	0.2719	-2.57019	0.885836	0.112386	0.834795	1.29013	0.145768	0.0828621	0.590596	-0.254691	-0.66778	0.934266	-1.0959	0.85107	0.10498	-1.74229	1.20359	0.337308	-8.560747e+001	-9.810173e+002	-1.066625e+003
130	-2.14011	1.64612	-1.07807	-3.69858	-1.82388	-1.31651	-2.61758	0.546343	0.608671	0.502459	0.612926	0.115093	1.29856	1.25388	1.2992	1.11762	1.29947	-1.39198	-0.475988	1.10828	0.356439	-0.475193	-1.01617	0.488414	-2.21321	1.18975	0.908875	-0.826342	-1.42877	0.491052	0.0568953	0.276636	-1.90677	-3.99124	-0.813712	0.630356	-1.09346	0.00714334	1.6766	0.808628	0.51093	-1.22257	-2.61098	1.56486	-1.59233	0.0662494	0.168308	0.822403	1.52688	0.0246757	-2.35415	0.267584	0.191425	0.939245	1.09093	0.192712	-0.123335	0.590596	1.57818	-0.594477	0.923974	1.08352	1.79816	-0.413222	-2.11326	1.18717	-0.125392	-1.042999e+002	-9.727285e+002	-1.077028e+003
140	-0.86331	1.4887	-1.08986	-3.68809	-2.03244	-1.3148	-1.44574	0.236995	0.766415	0.470868	0.620971	0.185636	1.29878	1.24682	1.29484	1.14976	1.29926	-0.75202	0.87766	0.734257	0.187398	0.0927416	-1.01617	0.352946	-2.17536	1.4533	0.641848	-0.340733	-1.21282	0.661893	0.0912847	-0.852816	0.600596	-3.70439	-0.778367	0.35502	1.18324	0.430774	0.272908	0.808628	0.438765	1.08502	0.51136	0.228124	-1.59597	0.150468	-0.961272	-0.804356	0.00590284	-0.171233	-2.68688	-0.362021	0.831081	0.882374	1.23065	0.117055	0.263614	0.153835	0.442526	-0.594477	0.923974	-0.130133	1.06544	-0.44493	-2.01253	1.11257	-0.0719047	-8.964553e+001	-9.790984e+002	-1.068744e+003
150	-0.858048	1.61852	-1.04344	-3.70576	0.201908	-1.3148	-0.308615	0.0753615	0.73103	0.49188	0.588939	0.185636	1.29953	1.21356	1.29212	1.16656	1.29779	-1.4339	1.21113	0.734257	0.248865	0.166065	-1.01617	0.258796	-2.06546	1.03663	-0.78076	2.06315	-0.443607	0.589096	0.101694	0.492159	0.600596	-4.03994	-0.855693	0.675296	-0.868567	-1.7934	0.0389101	0.902727	0.615331	1.96227	-0.421098	1.48853	-1.30972	0.229321	0.502772	-0.950485	-0.399936	-0.158375	-2.73841	2.725	0.831081	1.03078	0.846806	0.264753	0.997372	-0.0928205	-0.285456	-0.500992	0.841253	-0.322588	1.13176	0.31395	-1.90616	1.04955	1.01494	-1.021523e+002	-9.824606e+002	-1.084613e+003
160	-0.698379	1.61892	-1.09228	-3.70609	-0.912522	-1.32884	-1.19639	0.115522	0.798735	0.604819	0.641454	0.00125526	1.29953	1.10756	1.29909	1.14258	1.2998	0.450068	0.897913	0.734257	0.43649	0.592892	-0.0745172	-0.767942	-1.75804	0.898529	0.690566	0.239357	0.131035	0.589096	0.228642	1.04674	-0.161019	-3.61143	-0.764034	0.387397	-0.601812	0.946092	-0.572216	0.902727	0.707092	0.557467	0.578531	0.849124	-1.34602	0.121922	0.295681	0.0801517	1.54055	-0.226227	-2.51478	-0.542925	-0.386398	-0.453277	0.939029	0.00411722	0.200448	0.399889	-0.544306	-0.411751	0.97473	-1.06593	1.13176	1.81582	-1.87456	1.07074	-0.496241	-9.130750e+001	-9.753215e+002	-1.066629e+003
170	-0.311182	1.88928	-1.13465	-3.75185	-0.467078	-1.31987	-0.954019	0.143636	0.775635	0.557099	0.672922	0.281516	1.29974	1.19711	1.2978	1.2919	1.2995	0.450068	0.697192	0.886354	0.472613	-0.201637	0.501718	0.612767	-2.18875	1.2948	-0.67765	0.960798	-1.35612	0.502101	0.0963195	0.399057	1.32115	-3.69626	-0.717491	0.387397	-0.186475	0.878525	0.1227	1.14157	0.569749	-0.272623	-2.78157	1.33974	-1.10349	-0.104507	1.5804	-0.268942	-0.813879	0.226817	-2.61473	1.06986	-1.29437	0.742273	1.12481	0.0782265	-0.690261	-0.45928	0.131403	-0.405422	0.831442	0.781215	0.167542	-0.130564	-1.59776	1.20438	-3.05494	-1.040621e+002	-9.854700e+002	-1.089532e+003
180	-1.28427	1.51984	-1.1376	-3.70783	-1.90858	-1.25416	-2.16406	0.0177061	0.509	0.55467	0.639438	0.0997172	1.29949	1.18875	1.29702	1.19864	1.29983	-0.0464024	-0.399228	1.22396	0.355599	-0.201637	0.314457	0.612767	-1.72469	1.02833	-0.67765	0.960798	-1.15844	0.679121	-0.12692	0.383461	-0.826786	-4.22417	-0.512459	0.978934	1.42013	0.470361	2.12215	1.0099	0.478536	-0.413139	-2.78157	-0.40932	-1.10349	-0.000457154	2.15933	1.36242	0.415458	-0.00829667	-2.31217	-0.474894	1.65634	0.562481	1.11801	0.26956	-2.44966	1.2001	0.836482	-0.278279	0.744097	0.659077	-0.773811	-0.130564	-1.92558	0.972238	0.468833	-9.849742e+001	-9.816056e+002	-1.080103e+003
190	-1.88279	1.88145	-1.16787	-3.71485	-2.41353	-1.26075	-2.16406	0.291616	0.592674	0.602289	0.639438	0.348998	1.299	1.18913	1.29476	1.1796	1.29959	-1.30227	0.584905	1.12422	0.194908	1.026	-0.181573	1.16236	-1.5249	1.15929	-1.83791	0.53648	-0.390502	0.713408	0.12162	0.852761	0.974504	-4.55416	-0.282521	0.978934	1.55032	0.873142	0.300601	1.02172	0.352488	1.96836	0.756504	0.410874	-1.0803	0.0833338	-0.0918107	-0.0759958	0.809667	0.469346	-2.45701	1.45184	1.48227	-0.711004	1.11801	0.25216	-0.0404499	1.50288	0.836482	-0.235313	0.964014	-0.458919	0.16705	0.918395	-1.74585	1.1773	1.84597	-1.005872e+002	-9.804776e+002	-1.081065e+003
200	-1.68565	1.54735	-1.21204	-3.75234	-1.92282	-1.27681	-3.37742	0.431987	0.690112	0.663753	0.615364	0.0174923	1.29783	1.16175	  1.3	1.18757	1.29997	-0.426627	0.774247	0.927172	0.0910364	1.03538	0.389538	-0.0314704	-1.20224	1.10289	1.5286	0.53648	-0.0315327	0.666931	0.356029	0.872559	0.0281276	-3.20067	-0.370576	0.72688	0.2592	-1.42498	-0.140876	0.836568	0.357519	-1.47078	0.894485	1.19459	-0.986184	-0.0340989	-0.0918107	-0.0759958	1.33207	0.128043	-2.57279	1.2449	-2.60148	1.48023	0.981417	-0.0461683	-0.95368	-0.306551	0.169904	-0.258332	0.821474	0.406755	1.17854	1.64323	-1.27358	1.27976	-0.32837	-9.710855e+001	-9.756152e+002	-1.072724e+003
210	-1.77234	1.37289	-1.17239	-3.72702	-2.1194	-1.22834	-1.99948	0.0449527	0.519315	0.667616	0.58298	0.13972	1.29985	1.18634	1.29308	1.10459	1.29921	-0.810282	0.663724	0.927172	0.396097	-0.225173	0.376624	1.91218	-1.54208	1.10289	1.5286	-0.149386	-0.0545839	0.689287	0.164234	-0.680664	0.380003	-4.37625	-0.270428	0.72688	1.10995	0.628291	-0.774192	0.906349	0.334139	0.458318	0.894485	0.903257	-1.13381	-0.0698291	-0.0215738	0.620943	0.691017	0.0268183	-2.95814	-1.29728	-0.13692	1.32168	0.981417	-0.0844959	-0.31857	0.233043	0.261642	-0.291576	0.869459	0.406755	-1.57817	0.222256	-1.26386	0.94731	-0.189411	-8.943111e+001	-9.738048e+002	-1.063236e+003
220	-1.97968	1.40587	-1.17531	-3.70525	-1.36151	-1.22032	-2.85802	0.2491	0.518751	0.599069	0.585242	0.341285	1.29984	1.27813	1.29525	1.13917	1.29995	2.13832	-1.79788	0.916472	0.0456918	1.45236	-2.46847	0.690252	-1.68076	1.1766	0.157262	0.166872	-0.565001	0.592359	-0.43907	-0.984674	0.380003	-4.2253	-0.416052	0.72688	2.57986	0.0432111	0.988561	0.982291	0.381448	-0.504561	1.07009	1.24394	-1.13381	-0.109754	0.592566	-0.642264	0.399504	-0.0106244	-2.84348	-0.352036	-0.793462	0.463293	0.975254	0.0494199	0.540832	-0.267258	0.79031	-0.0976463	0.829668	0.351195	0.0950766	1.21779	-1.52994	1.05341	1.0662	-1.001903e+002	-9.721646e+002	-1.072355e+003
230	-1.753	1.24669	-1.27689	-3.7221	-0.56725	-1.2863	-0.718673	0.0808099	0.525893	0.586001	0.62802	0.0579562	1.2999	1.27565	1.29865	1.19574	1.29803	-1.21051	0.14219	1.03715	0.242901	1.04118	-0.385932	0.189794	-1.27675	1.15634	0.157262	0.0656709	-1.47792	0.624189	-0.440639	0.775691	0.380003	-4.69326	0.0192919	0.435801	0.935869	2.16004	-0.56793	0.925914	0.49827	-0.475862	-0.15773	0.696147	-1.28951	0.110053	-1.31906	0.431797	0.601277	0.202296	-2.47097	1.64374	-1.67896	1.57649	1.31093	0.145792	1.66609	1.09389	0.412455	0.048386	0.930751	-0.978322	0.198967	0.439798	-1.36443	0.990632	-1.86984	-9.660373e+001	-9.832231e+002	-1.079827e+003
240	-0.522554	1.66306	-1.27083	-3.70195	-2.39679	-1.28014	-2.49984	0.153018	0.645275	0.53982	0.551386	0.0398368	1.29823	1.26046	1.29733	1.22242	1.29975	-0.506518	-0.641729	0.967186	0.104588	1.04118	-0.59165	-0.255205	-1.48992	1.18762	-0.0767811	0.271951	-0.544326	0.761077	-0.163317	1.05218	1.08211	-4.36973	-0.230521	0.729025	0.916871	0.908389	1.30538	1.25735	0.415483	-0.73888	-0.15773	0.150719	-1.56112	-0.089982	-1.3612	0.681198	0.328714	0.405745	-2.79688	2.09433	0.813742	0.0619188	1.31093	-0.0730974	1.18941	0.0936471	-0.216102	0.0059309	1.20613	-0.601	2.32753	-1.15203	-1.87638	1.06028	1.69384	-9.741953e+001	-9.798243e+002	-1.077244e+003
250	-0.0954863	1.77066	-1.28388	-3.66032	-2.94094	-1.21098	-1.90199	0.153018	0.571331	0.538339	0.574045	0.273722	1.29599	1.17848	1.29918	1.20018	1.29995	-0.392383	-1.49315	1.13818	-0.206695	0.512451	0.933314	-0.0211488	-1.58942	1.04873	0.631107	0.565742	-0.974367	0.839003	-0.460578	-0.863798	-0.011592	-4.67748	-0.620601	0.685266	-1.46602	1.5086	1.25918	1.21738	0.526062	0.873941	0.0746483	0.21155	-1.52832	-0.154933	0.998063	0.653125	0.893878	0.374945	-2.83609	1.22385	-0.333549	0.543097	1.31093	0.133531	0.467569	1.16366	1.22503	0.029471	0.698641	0.309335	0.41598	0.178853	-1.95453	1.16275	-1.51629	-9.594819e+001	-9.842683e+002	-1.080217e+003
260	-1.05751	1.8032	-1.29982	-3.69981	-2.001	-1.24832	-3.14862	0.0506928	0.642455	0.524992	0.546884	0.0391277	1.29554	1.12957	1.29626	1.27761	1.29959	1.37543	0.00410122	1.31392	0.0123054	-0.321921	0.269661	-0.027206	-1.91153	1.06412	1.26098	-0.842081	-1.6741	1.05337	-0.247959	-0.983778	0.246326	-4.56241	-0.636334	0.636737	0.135569	-0.513037	-1.07695	1.31281	0.546806	0.534573	-1.39211	0.977049	-1.35282	-0.176274	-0.993637	-0.141211	0.164356	0.442488	-2.99294	-0.167586	-0.435238	0.118064	1.63532	-0.0421731	-1.05251	2.02749	1.00653	-0.18317	0.964118	0.338382	-1.42041	-0.749495	-1.76768	0.965396	-0.836968	-9.889719e+001	-9.769375e+002	-1.075835e+003
270	-0.0562597	1.81778	-1.34356	-3.65503	-1.75368	-1.22703	-2.64082	0.066684	0.584648	0.530275	0.528911	0.21506	1.29917	1.20476	1.29267	1.20685	1.29986	0.745556	-0.00360037	1.27966	-0.0514852	-0.323421	2.33207	-0.848035	-1.70634	1.38103	1.15164	-0.994744	-1.33892	0.890726	0.0672222	1.04366	-1.73289	-4.39993	-0.107372	0.958527	1.19716	-0.793053	-0.0933131	1.50174	0.634255	1.4342	0.50147	-0.279747	-1.02025	-0.0502265	0.695047	-0.808425	1.65672	0.847424	-2.93656	-0.466619	-0.99881	0.338027	1.44607	0.0266792	-0.537883	0.545057	-0.830772	0.426283	1.11083	-0.0297959	-0.185908	-0.236434	-1.48844	0.954565	1.01067	-9.882947e+001	-9.805362e+002	-1.079366e+003
280	-0.126338	1.82966	-1.34983	-3.73389	-1.75624	-1.28587	-2.55028	0.324681	0.629885	0.514339	0.547624	0.21506	1.29786	1.10676	1.29919	1.15504	1.2995	-0.811823	-1.12181	1.52867	0.111724	1.42371	-0.292831	-0.335286	-1.30928	1.28759	-1.08546	-2.59164	-0.992114	0.881133	-0.330314	0.905537	-1.66006	-3.68208	-0.287893	0.928017	-1.3045	0.664691	-0.358686	1.50174	0.528061	0.104536	1.33238	0.589894	-1.40653	0.0105398	0.901666	1.43997	-0.263798	0.707198	-2.99233	-0.964135	-0.974173	1.12658	1.58003	-0.356048	0.437045	0.64204	1.33771	0.426283	1.12668	-1.00016	-0.0404379	-0.450928	-1.99308	1.18717	-1.75534	-1.025431e+002	-9.848581e+002	-1.087401e+003
290	-1.53246	1.83951	-1.35546	-3.7132	-3.14739	-1.28395	-2.55028	0.0401156	0.63926	0.514377	0.58563	0.0888708	1.29922	1.17959	1.29411	1.10522	1.29935	0.038687	-0.254287	1.61022	0.431839	-0.468811	-0.415039	0.171203	-1.49917	1.2013	-2.17448	0.86343	-1.22731	1.12461	0.00607326	-0.0319588	0.328168	-4.00261	-0.274422	0.834372	-0.82455	0.298192	-0.358686	1.52512	0.572304	0.369845	0.442169	0.840209	-1.09124	-0.164227	0.166783	-0.674562	0.974624	0.641537	-2.80094	1.01024	-2.92523	0.20544	1.60122	0.0641167	0.261851	-0.329192	-0.231433	0.224325	1.01716	0.211863	1.28572	-0.126052	-1.42839	1.24265	0.22991	-9.363880e+001	-9.723236e+002	-1.065962e+003
300	-0.843894	1.55895	-1.38673	-3.70503	-0.71332	-1.23482	-0.0252805	0.14531	0.810831	0.577235	0.58563	0.0118915	1.29962	1.13688	1.28841	1.25206	1.29956	-1.37516	0.397334	1.38775	0.0515844	1.31712	-0.444922	0.571237	-1.45558	1.27447	-0.741195	-1.57985	-1.08261	1.08043	-0.402601	0.53349	-0.874725	-3.30911	0.100087	0.615194	0.283914	0.636517	-1.50672	1.49969	0.207774	-1.276	-1.58523	1.36366	-0.816001	0.142206	1.61728	-0.499442	0.0596393	0.791111	-2.74898	0.419603	-0.0949966	1.68342	1.44591	-0.0699951	0.17815	-0.0631663	0.319227	0.313513	0.913553	-0.422952	1.28572	1.38195	-1.43139	1.28435	-0.547684	-9.699058e+001	-9.804398e+002	-1.077430e+003
