iter	M_lnFgutabs(1)	M_lnkgutelim(1)	M_lnkufrac(1)	M_lnCltot(1)	M_lnClmet(1)	M_lnVdist(1)	M_lnVdistmet(1)	SD_lnFgutabs(1)	SD_lnkgutelim(1)	SD_lnkufrac(1)	SD_lnVdist(1)	SD_lnVdistmet(1)	GSD_Ccpt(1)	GSD_Cmet(1)	GSD_Qu(1)	GSD_Q_fec(1)	GSD_Qu_met(1)	lnFgutabs(1.1)	lnkgutelim(1.1)	lnkufrac(1.1)	lnVdist(1.1)	lnVdistmet(1.1)	lnFgutabs(1.2)	lnkgutelim(1.2)	lnkufrac(1.2)	lnVdist(1.2)	lnVdistmet(1.2)	lnFgutabs(1.3)	lnkgutelim(1.3)	lnkufrac(1.3)	lnVdist(1.3)	lnVdistmet(1.3)	lnFgutabs(1.4)	lnkgutelim(1.4)	lnkufrac(1.4)	lnVdist(1.4)	lnVdistmet(1.4)	lnFgutabs(1.5)	lnkgutelim(1.5)	lnkufrac(1.5)	lnVdist(1.5)	lnVdistmet(1.5)	lnFgutabs(1.6)	lnkgutelim(1.6)	lnkufrac(1.6)	lnVdist(1.6)	lnVdistmet(1.6)	lnFgutabs(1.7)	lnkgutelim(1.7)	lnkufrac(1.7)	lnVdist(1.7)	lnVdistmet(1.7)	lnFgutabs(1.8)	lnkgutelim(1.8)	lnkufrac(1.8)	lnVdist(1.8)	lnVdistmet(1.8)	lnFgutabs(1.9)	lnkgutelim(1.9)	lnkufrac(1.9)	lnVdist(1.9)	lnVdistmet(1.9)	lnFgutabs(1.10)	lnkgutelim(1.10)	lnkufrac(1.10)	lnVdist(1.10)	lnVdistmet(1.10)	LnPrior	LnData	LnPosterior
100	-1.55628	2.11247	-1.07353	-3.73365	-1.91107	-0.497701	-0.74323	0.125005	0.711355	0.345207	0.408283	0.297383	1.29901	1.22833	1.29707	1.10659	1.29996	-1.55647	1.57236	1.35915	-1.43667	-0.620397	-0.665853	1.2323	-2.7904	0.265152	0.110367	-0.5244	-0.410006	0.85087	-1.93281	-0.00776742	-1.34752	-4.22285	-1.02707	-0.830108	-1.43846	2.10252	-0.304586	1.14164	-1.31695	-1.05992	-2.54448	-0.276557	-2.45377	-1.97724	-0.16183	0.915825	-0.952002	-0.217789	-5.79023	-0.270996	1.12239	1.38344	1.42457	-1.79864	-2.20827	-1.64548	-0.105994	-0.343433	-0.659541	-2.03314	-0.51159	1.82485	-3.13134	-0.369127	0.198987	-1.285706e+002	-9.741778e+002	-1.102748e+003
110	-1.9504	1.85582	-1.08241	-3.68247	-0.518064	-0.497701	-1.68085	0.178489	0.68325	0.343697	0.377814	0.0484652	1.299	1.26652	1.29385	1.16185	1.29996	1.43371	-1.25598	0.904045	-2.05661	1.95857	1.42431	0.852942	-3.0713	-0.185409	1.29427	1.186	-0.682614	1.00696	-1.1585	-1.4577	-0.039611	-4.46604	-1.24599	-1.14163	-0.2174	-0.233526	-0.913546	1.2631	-1.46581	1.50309	0.167737	0.745171	-2.13192	-1.90551	-1.35504	3.37088	1.17075	-0.217789	-5.86581	0.623513	-0.619355	0.389958	1.48762	-1.98055	0.270482	-0.380451	0.222634	-0.485422	-0.634448	-0.220149	0.664269	0.0319747	-2.33241	0.0734692	1.20899	-1.261560e+002	-9.800204e+002	-1.106176e+003
120	-1.14536	1.85582	-1.04823	-3.73537	-2.39244	-0.597452	-2.70005	0.0158369	0.660321	0.380086	0.394646	0.000619561	1.29924	1.29136	1.2992	1.18267	1.29946	-0.413434	1.21102	1.22565	-1.63476	-0.315899	1.09948	1.48241	-2.81012	0.446269	0.694486	-0.233034	-1.41258	0.48377	-2.21743	0.224505	-0.401148	-4.63126	-1.24599	-1.14163	-0.284393	-1.22039	-0.431266	1.32616	-0.860441	0.566124	0.526823	0.0614936	-2.36122	-1.83027	1.28515	1.35307	0.397397	-0.0301791	-5.71816	-0.829695	-0.877715	-0.975504	1.26905	-1.74189	0.879908	0.0117468	1.18817	-0.710263	-0.406824	0.685986	0.457543	2.35758	-2.71232	0.0177797	-0.0309556	-1.187932e+002	-9.716136e+002	-1.090407e+003
130	-1.7644	1.73275	-1.04823	-3.7224	-2.93404	-0.605171	-4.39567	0.168406	0.697607	0.422738	0.432539	0.0118431	1.29624	1.20811	1.29929	1.13075	1.29999	0.350617	-1.28241	1.26743	-1.42728	1.89675	0.00178612	0.283071	-2.85099	0.368214	-2.45731	-1.07593	-1.40817	0.552185	-1.35392	-0.372113	-1.75994	-4.2977	-1.24599	-0.515487	1.14821	1.04774	-1.58539	0.978559	-0.860441	0.972918	0.381022	1.76484	-2.03433	-1.52719	-0.231432	0.470575	-0.0919794	-0.0355826	-5.32228	0.197791	-2.0496	1.10763	0.932431	-1.55008	1.2449	0.496769	-0.0745348	-0.459275	-0.196652	-1.46566	1.72891	-0.222568	-2.30444	-0.0301638	-0.692486	-1.225760e+002	-9.788050e+002	-1.101381e+003
140	-2.10096	1.73275	-1.07581	-3.70496	-1.93293	-0.605171	-1.44814	0.339669	0.689777	0.433459	0.432539	0.146924	1.29846	1.24985	1.29223	1.28345	1.29999	0.656723	0.370723	1.1697	-1.26092	-0.774838	0.511626	1.19502	-2.59939	-0.230975	-1.15652	0.434222	0.42429	0.552185	-1.27191	1.2118	1.47646	-3.98986	-0.797558	-0.952306	1.06488	0.839499	0.383323	0.978559	-0.95386	0.462883	-0.271649	0.305229	-1.77727	-1.6178	0.273841	1.37129	0.439229	0.120268	-4.8925	0.087544	-0.158168	-0.448644	1.16485	-1.64849	-0.547895	-0.686675	1.1903	-0.667967	-0.2499	-0.772872	0.463912	-0.36664	-2.51074	-0.0301638	-0.574941	-1.025960e+002	-9.787143e+002	-1.081310e+003
150	-0.628036	1.59519	-1.12847	-3.67794	-1.43492	-0.605171	-2.10796	0.172084	0.75736	0.428671	0.418855	0.108906	1.29946	1.11101	1.29885	1.27621	1.29995	0.7577	0.318048	1.31412	-1.47447	-1.39946	-0.394066	0.717221	-2.39051	-0.0161428	-1.74428	0.434222	-0.595399	0.552185	-1.60963	1.02286	0.922269	-3.25247	-0.378743	0.084885	1.91025	0.496364	-0.571274	0.886113	-0.757669	-0.590685	0.623324	0.305229	-1.87349	-1.48887	-1.40109	0.0941356	0.137003	0.120268	-5.44575	0.282111	0.14717	0.524287	1.4382	-1.49438	0.79892	1.23641	-0.114674	0.014612	-0.0445283	0.0723024	0.118321	0.594099	-2.1605	0.215291	1.04622	-1.043721e+002	-9.773589e+002	-1.081731e+003
160	-1.79468	1.60664	-1.12738	-3.68807	-3.62319	-0.618648	-3.30405	0.0332353	0.522438	0.416411	0.48744	0.0800972	1.29994	1.20565	1.29988	1.21934	1.29901	-0.728282	0.462623	1.3445	-0.790698	1.5719	0.0994011	-0.0709626	-2.58946	-0.0161428	1.07143	0.719028	-0.327367	0.560934	-1.66089	1.42098	-0.685795	-4.45534	-0.812339	-0.459084	-1.11255	1.09733	0.364176	0.972144	-0.809279	-0.322395	2.18322	1.32983	-1.77542	-1.39466	-0.453557	-0.75343	-0.288087	0.422082	-4.52539	0.667221	0.385285	1.36686	0.836213	-1.46381	1.1434	-0.107964	0.291815	-0.733529	-0.442782	0.187423	0.963287	0.290376	-2.1605	-0.0458868	0.815125	-1.028513e+002	-9.845291e+002	-1.087380e+003
170	-1.46907	2.0048	-1.02366	-3.7287	-1.34342	-0.726979	-0.696078	0.0107113	0.618364	0.419784	0.486194	0.131894	1.29994	1.17679	1.29889	1.19648	1.29889	-1.61573	0.0564395	1.09147	-0.790698	-0.259717	0.0375557	1.6584	-2.85915	0.436856	1.65534	0.0604275	0.770342	0.401121	-1.10302	0.160746	-0.739824	-4.29548	-1.52008	-0.059493	-0.551525	-0.164111	0.591536	0.592803	-0.395303	0.731281	0.435748	0.489561	-2.22701	-1.16777	0.226678	-0.952688	-0.270558	0.228831	-4.21523	0.831549	-1.22072	1.07882	0.733131	-1.16502	-0.813456	-2.27908	0.291815	-0.735923	-0.111538	-0.929719	-1.11213	1.04235	-2.09707	0.446961	-0.190693	-1.012888e+002	-9.907264e+002	-1.092015e+003
180	-1.35745	1.92755	-1.06208	-3.68357	-2.21393	-0.792067	-1.26199	0.0562821	0.618364	0.42792	0.453416	0.0705031	1.29821	1.20069	1.29913	1.13148	1.29969	-0.578551	-0.402217	1.01665	-1.10463	-0.259717	0.926956	1.89757	-2.18889	0.701086	-0.237966	0.0979502	-1.15529	0.402692	-1.53254	0.0200738	-2.61394	-5.04267	-0.936602	-0.279424	0.353136	0.665487	-1.20106	1.0197	-0.241199	0.0791745	0.435748	0.376584	-2.13322	-1.00545	0.226678	-1.29731	-0.108659	-0.401992	-4.42471	-1.13081	-0.577148	0.48719	1.33946	-1.22844	-0.710423	0.478743	0.922569	-0.752713	0.135369	-2.02824	-0.528888	1.92405	-2.24679	0.505592	-0.164343	-1.062831e+002	-9.754223e+002	-1.081705e+003
190	-1.9773	1.77361	-1.06712	-3.70493	-3.96231	-0.795404	-2.84173	0.174957	0.618364	0.411905	0.427603	0.291111	1.29977	1.20579	1.29878	1.1086	1.29756	-0.213255	0.700438	1.01665	-0.503438	-0.259717	-0.613073	-0.346327	-2.29127	0.903613	0.667356	-0.207972	0.198766	0.640239	-1.19891	0.276872	1.22805	-3.5371	-0.708885	0.478401	0.565043	0.189766	-0.604671	1.07849	-0.365668	-1.11815	-0.965329	-0.115802	-1.64151	-0.969944	0.226678	1.39433	0.510315	-0.0667004	-4.79381	0.316543	0.270473	0.644555	1.47379	-1.16489	-1.31802	-0.0249428	0.304847	-0.535077	0.244613	-0.277683	0.00700165	-0.896371	-2.24679	1.0577	0.00558013	-9.441259e+001	-9.887634e+002	-1.083176e+003
200	-1.2167	1.82599	-0.992567	-3.68484	-0.937042	-0.825631	-0.902888	0.0962942	0.678474	0.385025	0.459739	0.359333	1.29994	1.13736	1.29893	1.11023	1.2964	-0.0283513	0.700438	0.758785	-1.02609	0.654826	-0.467529	-0.377699	-3.14237	0.501765	0.73181	-1.88918	-1.24674	0.936237	-0.87349	0.435425	-1.58887	-3.49818	-0.706444	0.662276	0.67854	0.189766	0.418991	1.09289	-0.399062	1.20374	-0.965329	0.409293	-2.7142	-0.969944	-0.933664	0.869344	0.442879	0.0960053	-4.47123	0.710548	0.270473	2.42661	0.825469	-0.688948	-2.03988	0.135099	1.52674	-0.693563	0.244613	-0.979818	0.166922	1.04679	-2.82434	0.336075	-0.715072	-1.074071e+002	-9.834330e+002	-1.090840e+003
210	-1.82149	1.77752	-0.989502	-3.68484	-1.79608	-0.862968	-1.82703	0.118478	0.651343	0.407524	0.461886	0.329288	1.29825	1.10918	1.29364	1.25619	1.29935	0.846649	0.0547097	1.15172	-0.604084	0.736748	-0.317069	-0.121927	-3.09093	0.7276	0.015501	0.194628	-0.130105	0.22652	-0.953545	-2.65276	-1.1848	-3.59309	-0.82608	0.361278	0.165885	-1.00084	-0.632678	0.856239	-0.438765	-0.272622	1.81843	0.745827	-2.08664	-0.81429	0.0769357	1.25127	-0.0152674	0.164993	-3.97356	-0.00442564	3.14153	1.7131	0.91869	-0.688948	-0.921893	1.24804	-1.23572	-0.799181	0.223437	-0.426457	0.620534	-0.253926	-2.82434	0.637134	-0.715072	-1.050334e+002	-9.834616e+002	-1.088495e+003
220	-1.9186	1.35253	-1.00528	-3.73165	-0.0340139	-1.00821	-1.29581	0.118478	0.655329	0.437212	0.460506	0.318798	1.2998	1.13001	1.29974	1.26478	1.2999	0.329142	0.22761	0.939486	-0.403662	0.736748	0.226672	0.511353	-2.59125	0.875204	-0.180884	-0.0819818	-0.615987	0.519397	-1.06256	-0.11775	-0.695243	-2.99399	-0.823988	0.461721	0.468586	-0.570646	-0.513039	0.985518	0.0406092	2.34843	1.81843	0.770211	-2.31206	-0.691527	0.0769357	-0.870632	-0.42986	-0.083528	-4.52991	-0.520061	-0.536661	-0.617789	1.08894	-0.959747	-0.176641	-1.54835	0.32188	-0.365682	0.584667	-1.17693	-1.2559	0.480776	-1.74514	0.970143	0.097045	-9.743841e+001	-9.857731e+002	-1.083212e+003
230	-2.07357	1.74241	-1.10554	-3.71598	-1.44822	-1.05814	-2.35237	0.0483439	0.971122	0.419746	0.445597	0.290326	1.29918	1.13992	1.2963	1.24658	1.2983	-0.0114748	0.22761	1.20159	-0.403662	0.192274	-0.331493	0.364754	-2.47421	0.789997	0.523289	0.245399	-0.127506	0.820649	-0.233515	-0.859438	-1.55779	-2.6672	-0.784427	0.461721	-1.29059	-0.570646	-0.0987467	1.3688	0.301603	2.19152	1.87885	0.213777	-1.90999	-0.788209	-0.062585	-0.870632	1.50069	-0.083528	-4.04112	-0.402302	-0.536661	0.521489	1.22524	-0.535138	0.237163	1.90846	0.31187	-0.205881	0.813743	1.03579	0.170838	0.0954982	-2.5322	0.987557	-0.595982	-1.021090e+002	-9.757125e+002	-1.077822e+003
240	-1.56738	1.07946	-1.08673	-3.68318	-2.66282	-0.956742	-3.58994	0.392328	0.726291	0.471496	0.450882	0.0288688	1.29937	1.20333	1.29581	1.25588	1.29935	-0.946018	0.22761	1.09849	-0.403662	0.155161	-0.331493	0.601992	-2.07094	1.18091	2.59893	-0.878178	-0.127506	0.583577	-0.637273	1.39775	0.362019	-3.34712	-0.999111	0.138975	1.03296	-0.657718	0.496617	0.914303	0.116256	-0.000550107	0.809557	0.923967	-1.95969	-0.727006	0.299377	-0.870632	1.50069	-0.083528	-4.04112	0.572219	0.167127	1.1478	1.20045	-0.535138	0.237163	0.127527	1.15927	-0.394087	0.565385	0.212835	0.0880954	1.14656	-2.47592	0.480482	1.39751	-9.945216e+001	-9.725719e+002	-1.072024e+003
250	-0.904633	1.4845	-1.02501	-3.76649	-2.76405	-1.00834	-2.26678	0.00516565	0.697586	0.453389	0.458073	0.208251	1.29929	1.14702	1.28604	1.15003	1.29923	0.251404	0.110455	1.17006	-0.482485	-1.60293	-0.630257	0.261326	-2.04651	0.844943	-0.59789	0.272741	-0.571677	0.504918	-0.752656	-0.29903	1.8339	-3.79391	-0.758325	0.274624	-0.296639	-0.88052	-0.0930748	0.921289	-0.06827	-1.95559	0.809557	0.768172	-1.77342	-0.429323	0.88159	1.44205	1.46401	0.0518347	-3.76832	-0.452876	0.227432	1.07887	1.05831	-0.76155	-0.826491	1.34131	0.395402	-0.486581	0.563608	-1.03806	0.0880954	1.08183	-2.26138	1.29195	-0.297251	-9.555572e+001	-9.819486e+002	-1.077504e+003
260	-1.77451	1.47176	-1.0576	-3.74387	-1.75332	-1.06714	-1.53216	0.0384518	0.657891	0.458313	0.471476	0.084413	1.29891	1.14347	1.29584	1.15378	1.29861	0.716913	-0.141544	1.1871	-0.305549	-0.569627	-0.630257	-0.467612	-2.46739	1.06124	-0.717559	1.11736	-1.45062	0.855144	-0.690162	-0.29903	0.382534	-3.75562	-0.758325	0.197776	1.07923	-0.88052	1.46484	0.980138	0.305797	-1.6256	0.976433	0.967147	-2.23145	-0.490484	0.804335	0.583862	1.94327	0.0700708	-4.23572	0.172993	-0.616986	1.07887	1.02379	-0.652296	1.35727	1.34131	0.74212	-0.556818	0.72445	-0.594031	-0.183678	1.28665	-2.31828	1.09346	0.374281	-9.932691e+001	-9.776255e+002	-1.076952e+003
270	-1.93166	1.33354	-1.08509	-3.71503	-1.18292	-1.08274	-0.364789	0.183044	0.68125	0.406472	0.436099	0.41228	1.29891	1.10846	1.29584	1.29084	1.29969	-0.246268	0.616163	0.874281	-0.585577	0.707538	1.19538	0.830336	-2.46739	1.28038	0.354135	-0.234255	0.212296	0.869816	-0.473121	0.411172	-0.906049	-3.12149	-0.880048	0.810943	-1.01841	-1.22077	-0.489433	1.14505	0.185241	-0.251898	0.496985	0.877639	-1.92797	-0.334787	0.314476	-0.364523	2.53591	0.615853	-3.8313	-0.0513873	-0.0724824	1.39743	0.992763	-0.597165	0.607246	-0.903717	1.91121	-0.625196	0.736667	-0.44925	0.317177	1.71918	-2.68158	0.908991	0.128633	-9.699242e+001	-9.788199e+002	-1.075812e+003
280	-1.34665	1.08465	-1.10564	-3.70064	-1.18292	-1.08274	-1.59387	0.426803	0.607812	0.469957	0.42375	0.205064	1.29979	1.13993	1.29501	1.21146	1.29997	-0.519961	0.074321	1.19482	-0.413172	0.308231	-0.826905	0.830336	-2.06492	0.958773	-0.117104	0.502537	-0.459499	0.72647	-0.540302	0.381457	-1.03183	-3.53471	-0.955746	0.506657	1.80797	1.00218	0.483016	1.14505	0.469465	-0.631455	2.32345	2.02132	-1.93011	-0.189709	-0.317427	0.972514	1.49597	-0.254619	-4.37987	-1.16082	0.128758	0.401	1.14619	-0.132673	-0.426768	-1.05706	1.19751	-0.287867	0.925656	-1.82246	-0.341184	1.3728	-2.17982	1.29694	-0.136403	-1.015298e+002	-9.745268e+002	-1.076057e+003
290	-1.91727	1.16416	-1.09014	-3.67671	-1.91997	-1.10579	-2.51639	0.503122	0.57858	0.497083	0.447121	0.063831	1.29979	1.23726	1.29074	1.12826	1.29912	0.327389	1.97767	0.74766	-0.608642	1.90154	-1.45547	1.09984	-2.28683	1.39704	0.292459	1.5556	0.627766	0.517352	-0.505832	0.216644	-0.484613	-4.46389	-0.836221	-0.0749263	0.780433	-0.54743	-0.728258	0.989569	0.262303	-1.64619	-0.777917	1.3586	-1.25154	-0.230231	-1.55241	-1.57287	1.24077	-0.0147859	-3.96116	-1.52348	-0.405033	0.531932	1.28102	-0.088575	0.680282	1.0434	1.333	-0.418236	1.11621	-0.367515	-1.63424	1.14799	-1.73385	1.18663	1.52848	-1.073386e+002	-9.781061e+002	-1.085445e+003
