iter	M_lnFgutabs(1)	M_lnkgutelim(1)	M_lnkufrac(1)	M_lnCltot(1)	M_lnClmet(1)	M_lnVdist(1)	M_lnVdistmet(1)	SD_lnFgutabs(1)	SD_lnkgutelim(1)	SD_lnkufrac(1)	SD_lnVdist(1)	SD_lnVdistmet(1)	GSD_Ccpt(1)	GSD_Cmet(1)	GSD_Qu(1)	GSD_Q_fec(1)	GSD_Qu_met(1)	lnFgutabs(1.1)	lnkgutelim(1.1)	lnkufrac(1.1)	lnVdist(1.1)	lnVdistmet(1.1)	lnFgutabs(1.2)	lnkgutelim(1.2)	lnkufrac(1.2)	lnVdist(1.2)	lnVdistmet(1.2)	lnFgutabs(1.3)	lnkgutelim(1.3)	lnkufrac(1.3)	lnVdist(1.3)	lnVdistmet(1.3)	lnFgutabs(1.4)	lnkgutelim(1.4)	lnkufrac(1.4)	lnVdist(1.4)	lnVdistmet(1.4)	lnFgutabs(1.5)	lnkgutelim(1.5)	lnkufrac(1.5)	lnVdist(1.5)	lnVdistmet(1.5)	lnFgutabs(1.6)	lnkgutelim(1.6)	lnkufrac(1.6)	lnVdist(1.6)	lnVdistmet(1.6)	lnFgutabs(1.7)	lnkgutelim(1.7)	lnkufrac(1.7)	lnVdist(1.7)	lnVdistmet(1.7)	lnFgutabs(1.8)	lnkgutelim(1.8)	lnkufrac(1.8)	lnVdist(1.8)	lnVdistmet(1.8)	lnFgutabs(1.9)	lnkgutelim(1.9)	lnkufrac(1.9)	lnVdist(1.9)	lnVdistmet(1.9)	lnFgutabs(1.10)	lnkgutelim(1.10)	lnkufrac(1.10)	lnVdist(1.10)	lnVdistmet(1.10)	LnPrior	LnData	LnPosterior
200	-2.27286	1.57225	-1.00994	-3.72566	-1.99848	-1.03447	-2.57883	0.0289544	1.04059	0.55741	0.481386	0.322739	1.29997	1.12467	1.29622	1.17675	1.2999	-0.882288	-0.634358	0.621733	-0.256567	-0.0257677	-1.07737	0.773612	-2.07085	0.992405	-0.27142	1.01003	-0.712112	0.436182	-0.646237	-0.459654	-0.698912	-2.40079	-0.919876	0.0451208	1.01743	0.379818	1.22944	0.729917	0.1536	1.14639	0.110597	0.514083	-1.72369	-0.441463	-0.482437	1.68073	0.257857	-0.266222	-3.94251	0.110512	-1.52411	1.46443	1.05341	-0.294261	0.29936	-0.122778	1.41191	-0.708178	0.62995	-0.238693	0.819418	0.398544	-2.25328	0.690514	-0.974077	-9.971448e+001	-9.709901e+002	-1.070705e+003
210	-1.303	1.74947	-1.02074	-3.69152	-2.75384	-0.950493	-2.79929	0.440759	0.920338	0.555002	0.48662	0.144736	1.29967	1.11649	1.2997	1.21938	1.29926	-0.293127	0.847653	0.690185	-0.214812	-2.10908	0.11587	0.248696	-2.12696	0.742274	-1.58469	0.290259	-0.420869	0.308468	-0.395141	-0.992243	-0.0174397	-3.17096	-0.861531	0.174465	0.992928	-0.146317	0.95627	0.545411	-0.051739	0.0795005	2.04926	2.27194	-1.57523	-0.723351	1.40638	-0.865057	1.76711	-0.0628297	-3.65311	-0.092095	0.557929	1.46443	1.01872	-0.332437	-0.247475	-0.992905	-0.239623	-0.724216	0.524897	0.424063	-0.0528611	0.165064	-2.25328	0.519921	0.266839	-1.031775e+002	-9.760353e+002	-1.079213e+003
220	-0.663828	1.75894	-1.02074	-3.62416	-2.30207	-0.872178	-1.72857	0.0617688	0.642105	0.560543	0.509382	0.209225	1.29932	1.19284	1.29755	1.11689	1.29941	-0.878722	1.59499	0.690185	-0.726643	0.774615	-0.233457	-0.0717584	-1.90492	0.774673	-1.7779	0.24087	-1.13891	0.420846	-0.705015	-1.56925	0.148959	-3.18936	-0.754023	0.284959	-0.0640505	-0.100793	-0.577233	0.664043	-0.132796	-0.219211	-1.01431	0.206758	-1.52359	-0.621591	1.6121	0.511619	0.300444	0.0642219	-3.73259	1.3803	0.557929	0.542478	0.789955	-0.458017	-1.40414	0.0679363	1.66365	-0.36036	0.444145	-2.31688	0.766507	0.775797	-2.30697	0.562225	-1.05457	-9.496044e+001	-9.797863e+002	-1.074747e+003
230	-1.05864	1.26645	-1.02074	-3.69143	-1.30693	-0.909953	-0.845618	0.236649	 0.83	0.534951	0.554163	0.0359657	1.29995	1.21138	1.29982	1.26596	1.29963	0.564516	1.23229	0.671326	-0.733902	-2.85335	-0.0950602	-0.142488	-2.13635	0.440232	-1.81885	1.00553	-0.357208	0.581454	-0.689199	-0.479255	2.02463	-2.95835	-1.04984	-0.0670788	-0.0190811	0.299771	1.05799	0.73468	-0.181723	-1.7187	-0.55913	0.271993	-1.56872	-0.510456	-0.144805	0.511619	0.824962	-0.529518	-3.51108	-1.23993	-0.979376	1.12855	0.830983	-0.616798	0.0458096	1.24885	1.66365	-0.36036	0.437958	-0.179578	0.0863	1.85301	-2.10446	0.798161	-0.262924	-1.001141e+002	-9.747877e+002	-1.074902e+003
240	-0.702298	1.79943	-1.05147	-3.63691	-1.39722	-0.946748	-1.03487	0.271233	0.764504	0.50514	0.553651	0.198031	1.29941	1.18818	1.29241	1.23959	1.2995	1.30978	-0.970504	0.740027	-0.213893	0.299564	0.663289	-0.176285	-1.94979	0.715606	0.644235	1.29434	0.141978	0.522889	-0.306554	-0.376003	0.0583493	-3.53669	-0.899647	0.253001	0.699864	-1.33601	0.555661	0.977631	0.0523354	-1.4962	0.404772	1.73457	-1.72443	-0.510456	-0.144805	0.511619	0.66483	0.0189488	-3.38589	1.39391	-1.05432	1.12855	1.11829	-0.317489	0.0458096	-0.274614	-0.0906773	-0.598795	0.459809	0.195741	-1.57514	1.06027	-2.06098	0.743193	1.37564	-9.542956e+001	-9.750326e+002	-1.070462e+003
250	-1.9541	1.9041	-1.0501	-3.66789	-2.03898	-1.00119	-1.06265	0.146526	0.857698	0.50989	0.583299	0.287337	1.29996	1.23726	1.29213	1.13653	1.29945	1.43117	-0.683347	1.08028	-0.140588	1.30856	0.222323	0.670284	-1.95491	0.826157	-1.6171	2.23659	-0.649191	0.629854	-0.229009	-1.9897	1.13725	-3.65024	-0.670962	0.14205	-0.926161	0.906403	1.03772	0.999627	0.158497	0.218438	-1.26056	0.482074	-1.73699	-0.469887	0.197613	0.440812	-0.244227	0.0189488	-2.95532	0.81743	1.28006	-0.0763372	0.960269	-0.273021	-2.21453	0.0421862	1.30334	-0.605305	0.561498	-0.106496	1.46163	0.859285	-1.88538	0.933605	-1.32878	-1.019010e+002	-9.748170e+002	-1.076718e+003
260	-0.324353	1.85046	-1.03563	-3.70599	-1.63879	-0.999632	-1.75799	0.146526	0.829744	0.434765	0.653464	0.266265	1.29625	1.16349	1.29938	1.21157	1.29993	0.215467	0.812705	1.22826	0.131089	0.475528	1.0216	-0.572735	-2.33177	0.803476	-0.380457	-0.917342	-2.22942	0.64724	-0.979371	1.16762	1.13169	-3.5795	-1.24409	0.351702	-0.575063	-0.290041	0.598898	1.03829	0.148843	1.54083	-0.537518	1.22258	-1.56524	-0.428968	-1.97404	0.260536	0.240564	-0.36294	-3.01608	-1.31461	-0.435388	1.3357	1.02198	-0.487364	-1.00966	-1.55359	1.65278	-0.51658	0.58327	-0.84447	-0.591346	-0.541337	-2.48306	0.56051	-0.414255	-1.034324e+002	-9.816053e+002	-1.085038e+003
270	-0.963539	1.93549	-1.19358	-3.63996	-2.92983	-1.04143	-3.19498	0.49514	0.85964	0.47077	0.599573	0.23811	1.29974	1.12889	1.2913	1.1528	1.2999	-1.33774	0.0197554	1.5507	-0.0311167	0.199208	1.04121	1.43957	-2.05239	0.75344	0.0724313	-1.42683	0.208652	0.80735	-0.371232	-0.61173	0.602835	-3.32058	-0.429212	0.111224	0.494973	-1.02022	-1.34994	1.02708	0.117634	0.0624766	-0.0576595	0.990257	-1.69428	-0.267222	0.557902	0.260536	-0.0377792	0.341503	-3.02613	1.03978	-0.542336	0.181464	1.30618	-0.231959	-0.117263	0.974722	1.69463	-0.145352	0.692464	0.436239	-1.08474	-0.541337	-1.64885	0.886611	-1.51622	-9.925271e+001	-9.796362e+002	-1.078889e+003
280	-0.995703	1.8522	-1.24336	-3.68945	-1.18287	-0.960302	-0.251614	0.0190772	0.668604	0.475888	0.596773	0.105953	1.29944	1.22216	1.29858	1.22715	1.29913	-0.386819	1.06464	1.09923	-0.718096	-1.78683	1.49023	-1.27529	-2.02131	0.577202	1.86598	0.861808	-1.33592	0.781597	-0.561007	1.19332	0.820331	-3.43866	-0.0822767	0.49394	1.0761	1.73231	-0.0326041	1.11672	-0.021523	-0.390901	0.652049	0.120729	-1.17393	-0.461073	0.0924283	0.916878	1.23036	0.339857	-3.11543	0.0762056	0.581547	0.358913	1.25356	-0.526999	0.100258	0.666785	0.328928	0.034727	0.502972	1.05291	-1.16502	-0.10633	-1.77092	0.565497	0.469074	-9.245647e+001	-9.818742e+002	-1.074331e+003
290	-1.95743	1.81803	-1.3167	-3.68864	-1.33037	-0.960302	-1.40656	0.10791	0.637809	0.568113	0.566159	0.0160399	1.29883	1.19052	1.28632	1.17793	1.29914	0.192368	0.479238	1.12875	-0.473096	0.751325	-0.275124	0.0362029	-1.54118	0.731986	0.589085	0.954976	-0.788645	0.781597	-0.547264	0.460088	1.09105	-4.39869	-0.139707	0.193464	-0.610896	-0.157529	-1.30026	1.28923	0.0576561	-0.268302	-0.612617	0.280635	-0.970099	-0.538482	0.045459	-1.25989	0.0691183	0.26093	-3.18246	0.0194807	-0.0723397	0.354069	1.21582	-0.474238	0.0236226	-0.343761	0.905316	0.115912	0.392237	0.429916	-1.19943	1.64657	-1.42972	0.748077	-0.827675	-8.887494e+001	-9.752067e+002	-1.064082e+003
300	-0.563824	2.04594	-1.38072	-3.67689	-3.40745	-0.956922	-3.88689	0.223529	0.793553	0.65043	0.605321	0.00126942	1.29896	1.15184	1.29487	1.24191	1.29897	2.1993	-0.961275	1.06968	-0.39696	0.564956	0.0552555	-0.723251	-1.11955	0.597854	0.753186	-1.0693	0.662249	0.781597	-0.531009	0.471686	-1.67952	-3.65713	-0.0625694	0.545708	-0.592029	-0.157529	-0.616956	1.14815	0.109817	1.40009	-0.129008	2.22213	-1.08339	-0.674924	1.57478	1.13752	0.873598	0.369276	-3.23091	0.351518	-0.341424	-0.562139	1.27699	-0.677008	-0.521964	-2.08519	0.0334919	0.0456963	0.208858	0.674881	1.18607	0.665889	-1.20921	0.533687	-0.653447	-1.032812e+002	-9.818881e+002	-1.085169e+003
310	-1.76309	2.29088	-1.28827	-3.65483	-2.76438	-0.949372	-3.64756	0.380727	0.840181	0.657802	0.551244	0.0385588	1.29772	1.13848	1.29896	1.16639	1.29994	-0.117037	0.386687	1.08088	-0.412629	-0.334985	0.0447374	0.632724	-1.34408	0.679759	0.590342	0.193609	-1.20082	0.846405	-0.214155	-0.818644	0.683725	-3.89923	-0.0134445	0.438702	-0.746602	-0.157529	0.139985	1.18087	0.11578	-0.15818	0.922177	0.385138	-0.784346	-0.506816	1.57122	0.54729	0.612194	0.379699	-3.52443	0.144127	0.469716	-0.52059	1.20643	-0.36817	0.034112	1.91648	0.105612	-0.0469019	0.433026	0.165335	-0.707303	1.20231	-1.22284	0.601834	1.40166	-9.808826e+001	-9.741079e+002	-1.072196e+003
320	-1.6625	1.93453	-1.37549	-3.64678	-2.00678	-0.949372	-2.46885	0.322751	0.763942	0.649676	0.522693	0.16204	1.29681	1.22513	1.29896	1.27274	1.29935	0.19064	-0.291043	1.1021	-0.363803	-0.198657	-0.112303	-0.0293737	-1.27076	0.684663	-0.0640654	-0.747925	-1.13656	0.846405	-0.940355	0.773621	-0.105087	-3.87683	-0.0539101	0.164812	-1.65124	1.78805	-0.724411	1.19062	0.0185914	1.12098	0.922177	0.429414	-0.905141	-0.489069	0.468627	1.41706	-0.681448	0.379699	-3.39145	1.47637	-0.852645	2.31288	1.29242	-0.395456	-2.80178	-0.18268	0.026	0.130305	0.586308	0.165335	-0.755215	1.24604	-1.02574	0.553341	0.638866	-1.010582e+002	-9.735852e+002	-1.074643e+003
330	-1.83832	2.15737	-1.29306	-3.70727	-2.48249	-0.94664	-1.76372	0.0976018	0.759691	0.593339	0.471481	0.101788	1.29959	1.27567	1.29871	1.20253	1.29932	-0.836172	0.870974	1.24151	-0.193192	0.246272	-0.112303	-0.761577	-1.4739	0.742464	-0.89127	-0.565301	-0.81597	0.816701	-0.585163	-1.13168	-0.486155	-3.34812	-0.438554	0.719723	-1.07752	2.02672	-1.08909	1.25074	0.0206301	0.639611	-0.412551	0.429414	-0.861777	-0.403717	0.55291	-1.28951	0.499338	0.258083	-3.8963	0.261012	-0.331267	-0.479731	1.39633	-0.360206	0.245769	-1.836	0.543103	-0.14484	0.553761	0.110532	-0.755215	0.440071	-1.76844	0.476595	1.05132	-9.256139e+001	-9.835313e+002	-1.076093e+003
340	-1.31428	1.67823	-1.0925	-3.66567	-1.27941	-0.906304	-1.54426	0.00177574	0.696457	0.549046	0.481984	0.0290255	1.29649	1.13718	1.28519	1.27742	1.29936	0.133369	0.249119	0.934445	-0.164128	0.62567	0.379546	-0.606651	-1.53124	1.04621	0.40842	-1.13051	-1.17497	0.747235	-0.860373	-1.13168	-0.302147	-3.53673	-0.438554	0.490621	1.58066	0.506262	-0.0325818	1.01942	-0.156693	-0.991518	0.240157	1.31582	-1.42498	-0.731525	0.343387	-0.147157	0.142616	0.0802389	-3.86528	-1.33901	1.05126	1.05773	0.941839	-0.516479	0.322932	0.165188	1.46946	-0.124095	0.606202	0.627474	-0.463005	0.440071	-1.76844	0.519782	-0.621589	-9.011276e+001	-9.832245e+002	-1.073337e+003
350	-1.70701	1.67823	-1.10597	-3.72095	-0.749019	-0.916465	-0.733791	0.327709	0.658898	0.527425	0.491895	0.0353696	1.29826	1.28375	1.2991	1.21234	1.29955	-0.249137	-0.339966	0.88426	-0.431265	-0.198142	-1.02933	1.62306	-1.75676	0.967862	1.03329	-0.0626939	-1.32764	0.503222	-1.31383	1.02505	-1.28629	-3.69931	-0.615194	0.0519936	-2.11606	0.99409	0.571142	0.943465	-0.207844	0.941498	0.597205	0.200574	-1.43224	-0.820926	-0.286058	-1.27134	0.613552	-0.0715525	-4.10772	-1.62008	-1.65752	0.877853	0.98132	-0.77968	1.37856	0.42179	0.831681	-0.000586125	0.662954	-0.690786	-0.5372	0.691264	-1.55148	0.649658	1.01965	-9.885559e+001	-9.769607e+002	-1.075816e+003
360	-1.22051	1.45201	-1.09061	-3.72154	-0.58704	-0.837944	-0.477511	0.0532306	0.625735	0.54901	0.453033	0.02404	1.29841	1.24351	1.2991	1.25662	1.29896	-0.199295	-0.649538	0.817397	-0.576048	-2.52554	-2.46026	0.124269	-1.72947	0.568191	0.327949	0.700765	-0.492212	0.503222	-1.14486	0.124835	-0.712678	-3.09875	-0.723321	0.191351	-0.213096	0.603826	0.404098	0.873093	-0.20853	0.924293	0.271872	1.19717	-1.5843	-1.02145	-1.2859	1.53022	1.86135	0.0705523	-4.67475	-0.34712	-0.655492	0.0838753	0.99589	-0.737094	0.134824	-1.473	1.3117	-0.533089	0.232447	-0.690786	0.654861	2.09142	-1.74894	0.727492	-0.354293	-9.976566e+001	-9.758081e+002	-1.075574e+003
370	-1.0682	1.53761	-1.10601	-3.66223	-1.33909	-0.809845	-0.389175	0.135323	0.651058	0.515028	0.455516	0.159264	1.29861	1.23993	1.2991	1.16047	1.2984	-0.521056	0.597585	0.869369	-1.07653	0.763659	0.336658	1.07875	-1.67791	0.687687	-0.947216	-0.111473	-0.238788	0.491466	-1.2479	0.124835	-0.858829	-3.64915	-0.56189	-0.122384	1.08839	0.0396411	0.0950478	1.12571	-0.240703	-1.00708	-1.44814	1.08533	-1.50118	-1.03639	0.860619	-0.580065	0.662287	-0.0468651	-4.45402	0.867669	0.110281	0.747652	1.02565	-0.902947	-0.845692	0.282314	-0.126311	-0.540097	0.11968	-0.690786	0.654861	0.375567	-1.91884	0.483841	-0.469499	-9.077719e+001	-9.778331e+002	-1.068610e+003
380	-0.319586	1.58408	-1.10026	-3.72877	-0.838558	-0.809845	-0.937299	0.269296	0.755939	0.500062	0.466747	0.0381174	1.29829	1.10014	1.27467	1.17795	1.29891	-1.4289	-0.062317	1.17638	-0.941425	1.61526	0.881753	0.285366	-2.03762	0.428793	-0.533968	-0.762769	-0.727761	0.567121	-1.1706	-0.124295	0.707043	-3.87648	-0.551198	-0.288053	1.08202	-0.517193	0.475495	0.981163	-0.309939	-0.978032	-0.984492	0.757337	-1.39785	-1.10035	-1.86423	-0.232641	0.629822	0.104217	-4.34799	-0.620445	-1.00716	1.34873	1.08304	-0.771805	-1.19911	1.92223	1.44945	-0.39137	0.11968	0.817128	0.654861	0.855801	-1.85327	0.462427	-0.427054	-1.018836e+002	-9.774608e+002	-1.079344e+003
390	-1.93354	1.36001	-1.11318	-3.69089	-1.709	-0.822412	-2.76681	0.214449	0.577762	0.561786	0.491599	0.0415663	1.29723	1.13669	1.27611	1.10468	1.29909	-0.255212	1.23363	0.79724	-0.983788	-1.15993	0.0768792	0.00793652	-1.74958	0.553774	0.911567	-1.28996	-0.331012	0.823287	-0.54707	-0.644268	-1.21944	-4.12191	-0.550485	-0.0180508	2.65349	-0.517193	0.0983357	0.877787	-0.424493	-0.167301	0.889873	1.53393	-1.3495	-0.764137	0.164064	-0.14316	2.08315	-0.00415245	-4.11692	-0.0215637	1.8112	0.529542	1.05644	-0.980701	0.747292	0.160391	0.673029	-0.496961	0.163459	0.55618	0.966949	0.260013	-1.42142	0.547575	-0.998708	-9.811739e+001	-9.816578e+002	-1.079775e+003
400	-1.8056	1.26021	-1.1523	-3.75964	-2.30936	-0.813028	-2.25638	0.312568	0.577762	0.54248	0.468869	0.146718	1.29968	1.17396	1.29208	1.22758	1.29985	0.37262	-0.0627356	0.926497	-0.718581	-1.52224	-0.670218	0.769408	-1.66272	0.652372	-2.16437	-0.653189	0.207629	0.740438	-0.887176	0.186673	-1.12297	-4.17899	-0.504484	-0.105322	1.01424	0.240685	-0.191086	0.969138	-0.443342	-1.32242	2.52475	1.462	-1.35295	-1.44225	0.688591	-0.15067	2.49933	0.200159	-4.52008	-0.363225	0.170256	0.464693	0.839049	-0.976832	-1.95999	0.149745	0.859299	-0.156311	0.361306	-1.86619	0.315017	0.185695	-1.86386	0.217231	-0.490012	-1.039336e+002	-9.781380e+002	-1.082072e+003
410	-2.16145	1.53106	-1.17057	-3.72682	-2.61949	-0.856807	-1.74757	0.147598	0.54152	0.595261	0.431047	0.0169134	1.29843	1.24218	1.29881	1.12421	1.29891	-1.43514	0.359051	0.919093	-0.918431	-1.0267	-0.125381	-0.264609	-1.43792	0.602019	-1.67049	-1.01712	0.0379568	0.682238	-1.23893	1.78577	-1.01733	-4.15043	-0.529805	0.0875913	0.339943	0.318209	-0.27669	0.886115	-0.293816	1.12952	-0.16404	0.84723	-0.862506	-1.14328	1.19176	0.312037	0.708833	0.15114	-4.68213	0.903083	-0.160695	1.2034	0.779697	-0.921203	0.517502	-1.64796	0.859299	-0.536566	0.396535	1.87963	-0.443298	2.82885	-1.50312	0.35485	-0.160401	-9.952127e+001	-9.862696e+002	-1.085791e+003
420	-2.18701	1.80458	-1.09411	-3.74311	-2.55014	-0.877667	-2.46571	0.163205	0.64147	0.605265	0.415075	0.164912	1.29881	1.13092	1.29528	1.15811	1.29869	-0.474165	-0.582568	0.720416	-0.993755	0.747701	-0.59639	-0.0706947	-1.65648	0.352265	-0.641826	-0.69179	-0.12854	0.676047	-0.744148	0.386426	-0.0885718	-3.43273	-0.37851	0.434433	-0.282754	0.956484	-1.0806	0.782948	-0.328069	-1.20142	-1.42338	0.618321	-1.5324	-1.19324	0.415357	-0.603984	-1.02735	-0.064246	-4.83259	0.653797	-0.660164	0.685208	0.8194	-0.853613	-0.045569	-0.175659	-0.210994	-0.113745	0.300325	0.917099	1.28096	2.34368	-1.39391	0.889938	-0.160401	-9.437231e+001	-9.843502e+002	-1.078723e+003
430	-1.20048	1.77796	-1.13251	-3.7228	-2.9173	-0.876789	-2.29725	0.172649	0.734083	0.604337	0.415075	0.22976	1.29762	1.1632	1.29734	1.12518	1.29983	-0.972708	-0.582568	0.720416	-0.548951	0.400843	0.556661	0.129638	-1.65648	0.687782	0.737905	0.57865	-1.40525	0.492157	-1.35818	-0.867179	-0.201915	-3.6403	-0.268652	0.359986	0.0148	-0.963786	-0.821265	0.805771	-0.538331	0.790445	-0.0148677	0.0558189	-1.31932	-0.645918	-0.0229971	-0.983342	-0.485432	0.0122263	-4.51756	-1.16087	-1.94428	-0.00486479	0.847186	-0.82064	-1.21113	-0.00576365	0.00340196	-0.188836	0.367649	-1.1343	1.53982	0.882796	-1.52096	0.497402	-1.56216	-9.604788e+001	-9.814310e+002	-1.077479e+003
440	-1.30908	1.6343	-1.14602	-3.70272	-2.41933	-0.92063	-3.74438	0.18307	0.639235	0.55371	0.466181	0.22976	1.29917	1.10757	1.29988	1.25351	1.29933	0.0331631	0.0598865	0.890511	-0.417949	-0.131659	2.52538	1.29631	-1.58585	0.767543	0.737905	1.02054	-0.855694	0.856816	-0.696468	0.161109	-0.201915	-4.15346	-0.27627	0.246252	-0.578514	1.68725	-0.603257	1.17601	-0.00824531	0.486922	-0.335842	1.34017	-1.30685	-0.509634	-1.76402	-1.65039	0.563078	0.0122263	-4.24667	-1.06772	1.46238	1.32956	1.13316	-0.799024	-1.01728	-1.12007	0.705453	-0.143819	0.507838	-1.94824	2.19399	1.60027	-1.31995	0.848266	-1.56216	-1.089990e+002	-9.743258e+002	-1.083325e+003
450	-0.870363	1.56756	-1.28777	-3.73014	-0.597603	-0.937222	-3.16034	0.0286561	0.669498	0.541567	0.487768	0.0658933	1.29688	1.11695	1.29618	1.22866	1.29863	1.01581	-1.31117	1.01644	-0.938064	1.49341	0.536354	-0.100706	-1.519	0.788694	0.646567	-0.113607	0.112228	1.06097	-0.392178	0.569659	-1.13452	-3.89621	-0.0119595	0.203616	-0.368358	0.0236234	-1.14574	1.1576	-0.0553102	-1.64878	-1.3125	1.89669	-0.872834	-0.730891	-0.31226	0.976854	-0.0783586	0.0733006	-4.0338	0.395435	-1.02457	1.32956	1.28988	-0.930317	-0.229196	-0.918705	0.186514	-0.235144	0.447188	0.278821	-0.413845	1.32663	-1.64203	0.54957	-0.607944	-9.862631e+001	-9.808012e+002	-1.079428e+003
460	-2.13557	1.33708	-1.27612	-3.73054	-1.05286	-0.88415	-1.1662	0.0814216	0.59487	0.531018	0.524017	0.0691849	1.29966	1.11504	1.29397	1.11081	1.29916	0.541184	-0.0433885	 1.37	-0.677807	-1.54399	-0.753076	2.43708	-1.17589	1.01782	0.646567	-1.86852	0.491684	0.798523	-0.873119	-1.10871	-0.198459	-3.56235	-0.415538	0.154223	1.68037	-0.602737	0.429944	1.35781	-0.257025	0.72163	-1.07915	1.65552	-1.26625	-0.843398	0.812091	1.09597	1.34656	0.107087	-3.94574	0.261422	-1.02457	0.843392	1.30239	-1.07609	-0.256762	0.121782	0.578995	0.221448	0.40134	-1.38065	1.76659	-0.0725771	-1.67928	0.261335	-0.323105	-9.713416e+001	-9.799752e+002	-1.077109e+003
470	-1.93683	1.30508	-1.23165	-3.72126	-0.745618	-0.823106	-1.21517	0.187114	0.618173	0.499307	0.524017	0.378077	1.29944	1.12166	1.29791	1.13803	1.29929	-1.04531	0.0576013	1.49545	-0.236885	1.06734	0.429741	0.416177	-1.69701	0.623991	-0.418327	-0.407382	-0.917945	0.90523	-0.873119	-0.698516	0.318775	-3.5815	-0.505757	0.107133	0.871271	-0.269901	1.14596	1.35843	-0.130733	-0.495693	1.08688	1.26631	-1.64894	-0.828721	0.380325	0.28877	1.34656	0.193839	-3.76802	0.261422	-2.44633	0.597864	1.30239	-0.867426	-0.135182	-0.72197	0.401123	-0.18854	0.10448	-0.529779	2.5433	0.906805	-1.48964	0.475906	1.09273	-9.659432e+001	-9.762761e+002	-1.072870e+003
480	-1.36199	1.71274	-1.24641	-3.69949	-1.41399	-0.917062	-1.76262	0.00537519	0.717304	0.579165	0.53594	0.462027	1.29948	1.21236	1.29615	1.1082	1.29941	-0.440914	0.86207	1.19283	-0.337675	-0.724211	0.610994	0.137178	-1.43211	0.69714	0.858496	0.94651	-0.909331	0.955311	-0.873119	-0.821057	0.318775	-2.9697	-0.402631	0.525509	0.349352	1.20842	0.193854	1.07884	-0.0654062	-1.1823	2.27241	0.474102	-1.08905	-0.503462	0.0846464	-0.81961	0.88833	0.193839	-3.537	-0.580438	0.0577446	1.12548	1.19031	-0.497986	-1.52688	-0.118625	0.396112	-0.33989	0.360641	-0.135139	1.10586	-0.498557	-1.22877	0.972858	0.928145	-9.210482e+001	-9.801923e+002	-1.072297e+003
490	-1.35837	1.36185	-1.16922	-3.65943	-1.32817	-0.924721	-0.924612	0.0669842	0.751383	0.565681	0.533804	0.519148	1.29876	1.27478	1.2985	1.2751	1.295	1.24156	-0.575504	1.01126	-0.704951	0.114376	-0.698223	2.22302	-1.52118	0.768553	0.109769	-0.90259	-0.909331	0.537051	-0.873119	1.52384	0.318775	-2.9697	-0.565456	0.249731	1.50838	0.235932	-0.259282	0.762512	-0.216519	0.7325	-0.34873	0.569871	-1.2488	-0.503462	-0.201625	-0.81961	0.117611	0.193839	-3.54882	-0.580438	0.0577446	1.44878	1.10921	-0.435548	-2.1407	1.78852	0.576987	-0.053705	0.456769	0.269399	1.59386	2.25438	-1.44672	0.851962	0.928145	-9.859286e+001	-9.829156e+002	-1.081508e+003
500	-1.56336	1.28689	-1.15597	-3.59698	-1.95361	-0.928615	-1.87405	0.0669842	0.702706	0.614757	0.473178	0.0368966	1.29959	1.29474	1.29783	1.25592	1.29917	-1.57029	-0.575504	0.702528	-0.829669	1.43095	1.26754	1.35853	-1.52118	0.680655	-0.522013	0.0159217	0.91611	0.472554	-0.582457	-1.51526	-0.413307	-3.1231	-0.678646	0.0255232	0.908029	0.773215	-0.221005	0.787798	0.123124	-0.647311	1.46447	0.314329	-1.2488	-0.456733	0.301512	-0.926371	0.117611	0.296892	-3.68303	1.00702	-2.39427	0.867306	0.927584	-0.436237	-0.208657	0.891181	0.105465	-0.179207	0.565875	-0.271224	1.99057	1.06579	-1.50767	1.06987	-0.930658	-9.335891e+001	-9.842276e+002	-1.077586e+003
510	-0.161795	1.32167	-1.07956	-3.68211	-0.73739	-1.00013	-1.26731	0.388187	0.843724	0.607603	0.5343	0.089464	1.2996	1.28794	1.29783	1.22949	1.29989	0.51362	-0.575504	0.702528	-0.209441	-1.47165	-0.253259	0.83471	-1.45635	0.839618	-0.522013	0.0159217	0.0097061	0.649272	-0.56536	0.79228	-0.413307	-2.83136	-0.863738	-0.0606906	-0.257906	0.127355	0.35516	0.858435	0.428434	-1.2992	-0.047961	1.57237	-1.2956	-0.482857	0.695768	-1.09735	1.05275	0.202778	-3.43803	1.0984	-0.690808	1.24059	0.927584	-0.37631	-0.780345	-0.549143	1.62957	-0.258792	0.888401	0.564517	-0.163748	1.25266	-1.2686	1.06987	-0.930658	-9.409382e+001	-9.795331e+002	-1.073627e+003
